"Year","UNITID","Total","Undergraduate","Graduate","First-Time Students"
2021,492139,131,131,NA,86
2021,492157,94,94,NA,58
2021,492209,49,NA,49,NA
2021,492281,26,26,NA,17
2021,492306,122,122,NA,NA
2021,492315,111,111,NA,NA
2021,492324,212,212,NA,NA
2021,492360,47,47,NA,3
2021,492379,16,16,NA,15
2021,492421,13,13,NA,10
2021,492449,537,537,NA,52
2021,492476,168,168,NA,13
2021,492591,91,91,NA,29
2021,492607,114,NA,114,NA
2021,492643,89,89,NA,31
2021,492652,43,43,NA,16
2021,492661,282,282,NA,19
2021,492689,785,267,518,NA
2021,492704,169,NA,169,NA
2021,492722,409,409,NA,121
2021,492731,127,127,NA,25
2021,492759,314,314,NA,6
2021,492801,847,847,NA,33
2021,492935,134,134,NA,114
2021,492953,90,90,NA,16
2021,492962,3114,3114,NA,164
2021,493071,454,454,NA,134
2021,493080,351,351,NA,12
2021,493132,1067,1067,NA,420
2021,493150,148,148,NA,16
2021,493372,16,16,NA,NA
2021,493451,76,76,NA,18
2021,493479,10,10,NA,7
2021,493488,17,17,NA,2
2021,493503,25,25,NA,8
2021,493512,154,151,3,11
2021,493521,46,46,NA,36
2021,493530,48,48,NA,20
2021,493549,137,137,NA,40
2021,493558,17,17,NA,16
2021,493567,85,85,NA,NA
2021,493576,12,12,NA,1
2021,493585,44,44,NA,7
2021,493594,36,36,NA,9
2021,493600,176,176,NA,51
2021,493619,31,31,NA,10
2021,493628,149,149,NA,1
2021,493637,61,61,NA,16
2021,493646,229,229,NA,139
2021,493655,17,17,NA,12
2021,493664,63,63,NA,3
2021,493673,123,NA,123,NA
2021,493682,97,97,NA,33
2021,493691,38,38,NA,13
2021,493707,90,90,NA,32
2021,493716,68,68,NA,13
2021,493725,668,668,NA,16
2021,493734,10,10,NA,9
2021,493743,210,210,NA,118
2021,493752,15,15,NA,1
2021,493761,108,108,NA,11
2021,493770,24,24,NA,14
2021,493789,136,136,NA,41
2021,493798,107,107,NA,100
2021,493804,84,84,NA,81
2021,493813,121,121,NA,14
2021,493822,193,193,NA,15
2021,493831,37,37,NA,4
2021,493868,12,12,NA,6
2021,493895,748,147,601,NA
2021,493910,6,6,NA,1
2021,493947,622,NA,622,NA
2021,493992,247,247,NA,132
2021,494001,86,86,NA,4
2021,494010,72,NA,72,NA
2021,494029,21,21,NA,NA
2021,494162,225,225,NA,3
2021,494232,29,29,NA,11
2021,494250,351,351,NA,23
2021,494269,33,33,NA,1
2021,494278,253,253,NA,21
2021,494287,311,311,NA,13
2021,494357,947,947,NA,182
2021,494436,303,303,NA,29
2021,494463,330,330,NA,193
2021,494472,11,11,NA,3
2021,494524,96,96,NA,12
2021,494551,27,NA,27,NA
2021,494588,303,303,NA,96
2021,494597,119,80,39,11
2021,494603,2071,258,1813,45
2021,494621,89,89,NA,NA
2021,494630,44,44,NA,7
2021,494649,28,28,NA,1
2021,494658,35,35,NA,4
2021,494685,445,445,NA,50
2021,494694,70,70,NA,7
2021,494700,59,59,NA,9
2021,494719,35,35,NA,6
2021,494728,49,49,NA,19
2021,494737,169,169,NA,34
2021,494746,167,167,NA,6
2021,494755,65,65,NA,9
2021,494764,180,180,NA,21
2021,494807,665,47,618,13
2021,494843,603,603,NA,93
2021,494852,497,497,NA,143
2021,494898,82,82,NA,3
2021,494904,131,131,NA,39
2021,494940,23,NA,23,NA
2021,494959,76,76,NA,3
2021,494977,49,49,NA,33
2021,494986,42,42,NA,2
2021,494995,46,46,NA,31
2021,495013,247,247,NA,NA
2021,495031,62,62,NA,5
2021,495040,50,50,NA,24
2021,495059,50,50,NA,21
2021,495077,25,25,NA,9
2021,495101,53,53,NA,31
2021,495110,17,17,NA,7
2021,495129,127,127,NA,53
2021,495138,6,6,NA,5
2021,495147,21,21,NA,4
2021,495165,29,29,NA,5
2021,495174,26,26,NA,NA
2021,495183,187,187,NA,81
2021,495192,257,NA,257,NA
2021,495208,19,19,NA,13
2021,495217,10,10,NA,6
2021,495226,4,4,NA,NA
2021,495235,17,17,NA,4
2021,495244,23,23,NA,10
2021,495253,47,47,NA,23
2021,495262,37,37,NA,11
2021,495271,27,27,NA,NA
2021,495280,25,25,NA,2
2021,495299,39,39,NA,15
2021,495305,94,94,NA,24
2021,495314,405,NA,405,NA
2021,495341,48,48,NA,3
2021,495350,32,32,NA,1
2021,495369,72,72,NA,7
2021,495378,91,91,NA,4
2021,495387,41,41,NA,4
2021,495396,27,27,NA,19
2021,495411,116,116,NA,12
2021,495420,225,225,NA,3
2021,495439,237,237,NA,7
2021,495448,494,494,NA,9
2021,495457,418,418,NA,35
2021,495518,72,72,NA,17
2021,495730,77,77,NA,11
2021,495767,88914,73476,15438,15785
2021,495776,39,39,NA,9
2021,495794,235,235,NA,12
2021,495837,121,121,NA,35
2021,495916,9,9,NA,NA
2021,495925,65,65,NA,8
2021,495934,85,85,NA,12
2021,495943,35,35,NA,3
2021,495952,143,143,NA,19
2021,495961,124,124,NA,12
2021,495970,302,302,NA,81
2021,495998,67,67,NA,10
2021,496043,474,NA,474,NA
2021,496052,18,18,NA,6
2021,496061,91,91,NA,30
2021,496186,121,121,NA,10
2021,496265,57,57,NA,21
2021,496283,105,105,NA,3
2021,496292,6,6,NA,NA
2021,496326,151,148,3,4
2021,496371,10,10,NA,1
2021,496399,22,22,NA,9
2021,496469,142,NA,142,NA
2021,496478,80,80,NA,NA
2021,496511,17,17,NA,11
2021,496520,38,38,NA,NA
2021,496539,63,63,NA,10
2021,496593,243,243,NA,16
2021,496618,76,76,NA,23
2021,496627,946,191,755,31
2021,496636,143,143,NA,23
2021,496645,278,278,NA,16
2021,496654,46,46,NA,NA
2021,496663,29,29,NA,26
2021,496672,35,35,NA,1
2021,496681,239,239,NA,185
2021,496690,42,42,NA,17
2021,496706,105,105,NA,7
2021,496715,65,65,NA,48
2021,496724,33,33,NA,18
2021,496733,70,70,NA,40
2021,496742,5,5,NA,4
2021,496751,65,65,NA,55
2021,496894,13,13,NA,7
2021,496919,955,955,NA,223
2021,496955,361,361,NA,215
2021,496964,18,18,NA,6
2021,496973,68,68,NA,17
2021,496991,219,219,NA,61
2021,497000,252,252,NA,70
2021,497037,422,422,NA,23
2021,497046,4735,4735,NA,150
2021,497073,395,395,NA,88
2021,497116,68,68,NA,27
2021,497161,66,66,NA,33
2021,497189,12,12,NA,6
2021,497198,76,76,NA,46
2021,497204,47,47,NA,15
2021,497213,25,25,NA,1
2021,497222,23,23,NA,2
2021,497268,186,186,NA,11
2021,497277,504,504,NA,122
2021,497301,170,170,NA,90
2021,497310,97,97,NA,25
2021,497329,83,83,NA,33
2021,497338,36,36,NA,4
2022,100654,6007,5206,801,1547
2022,100663,21639,13032,8607,2172
2022,100690,647,228,419,NA
2022,100706,9237,7169,2068,1154
2022,100724,3828,3296,532,938
2022,100751,38644,32458,6186,7981
2022,100760,1777,1777,NA,270
2022,100812,2894,2520,374,NA
2022,100830,5109,3754,1355,384
2022,100858,31764,25379,6385,5282
2022,100937,975,975,NA,244
2022,101028,1641,1641,NA,191
2022,101116,361,315,46,13
2022,101143,2010,2010,NA,354
2022,101161,6800,6800,NA,1191
2022,101189,2817,1792,1025,206
2022,101240,4352,4352,NA,808
2022,101277,45,45,NA,37
2022,101286,3832,3832,NA,494
2022,101295,5965,5965,NA,947
2022,101301,1860,1860,NA,238
2022,101365,578,570,8,15
2022,101435,817,812,5,258
2022,101453,143,82,61,3
2022,101462,976,976,NA,68
2022,101471,768,768,NA,392
2022,101480,9632,8310,1322,1911
2022,101505,8431,8431,NA,770
2022,101514,8163,8163,NA,997
2022,101569,2919,2919,NA,422
2022,101587,5860,2427,3433,300
2022,101602,1929,1929,NA,369
2022,101648,320,320,NA,195
2022,101675,1258,1258,NA,296
2022,101693,1804,1584,220,272
2022,101709,2586,2172,414,540
2022,101736,4032,4032,NA,440
2022,101879,9830,7214,2616,1106
2022,101897,2590,2590,NA,430
2022,101912,1470,1431,39,374
2022,101994,434,434,NA,75
2022,102030,2968,2968,NA,410
2022,102049,5682,3672,2010,972
2022,102058,50,31,19,NA
2022,102067,4166,4166,NA,735
2022,102076,2507,2507,NA,502
2022,102094,13438,8480,4958,1599
2022,102234,1046,933,113,225
2022,102270,744,744,NA,123
2022,102298,903,835,68,113
2022,102313,1984,1984,NA,264
2022,102368,14156,10768,3388,1413
2022,102377,2570,2100,470,533
2022,102395,240,108,132,1
2022,102429,3703,3703,NA,505
2022,102553,10464,9925,539,705
2022,102580,39,39,NA,3
2022,102614,6607,5636,971,561
2022,102632,1923,1724,199,111
2022,102669,590,430,160,23
2022,102711,202,202,NA,109
2022,102845,2117,2117,NA,522
2022,103501,268,268,NA,186
2022,103741,184,184,NA,58
2022,103893,1048,1048,NA,172
2022,103909,532,532,NA,68
2022,103927,446,446,NA,73
2022,103954,34,34,NA,4
2022,103963,411,411,NA,125
2022,104090,888,841,47,60
2022,104151,80065,65492,14573,14980
2022,104160,8050,8050,NA,579
2022,104179,49403,38751,10652,6154
2022,104346,4652,4652,NA,367
2022,104391,85,85,NA,69
2022,104425,3797,3797,NA,511
2022,104443,60,60,NA,20
2022,104568,383,383,NA,114
2022,104577,4864,4864,NA,510
2022,104586,3162,3120,42,756
2022,104665,6,NA,6,NA
2022,104708,13342,13342,NA,1200
2022,104717,101816,66769,35047,7401
2022,105145,4699,4699,NA,224
2022,105154,15772,15772,NA,1228
2022,105206,4038,4038,NA,108
2022,105215,658,658,NA,112
2022,105297,1552,1548,4,123
2022,105330,28086,23204,4882,5434
2022,105349,2740,2740,NA,43
2022,105428,9649,9649,NA,578
2022,105525,15293,15293,NA,1066
2022,105534,2589,2477,112,141
2022,105543,690,690,NA,101
2022,105589,969,313,656,32
2022,105659,1006,1006,NA,342
2022,105668,17078,17078,NA,162
2022,105677,27,27,NA,14
2022,105747,7065,7065,NA,399
2022,105792,3706,3706,NA,312
2022,105899,1082,1082,NA,295
2022,106041,1972,1972,NA,449
2022,106148,6997,6997,NA,484
2022,106245,8197,5825,2372,523
2022,106263,3240,1299,1941,NA
2022,106306,497,497,NA,136
2022,106315,98,98,NA,7
2022,106324,29,29,NA,15
2022,106342,496,496,NA,144
2022,106351,60,60,NA,3
2022,106360,16,16,NA,NA
2022,106397,30936,26269,4667,7063
2022,106412,2387,2182,205,504
2022,106449,2928,2928,NA,541
2022,106458,13190,8201,4989,1240
2022,106467,9445,8722,723,1385
2022,106485,2719,2270,449,374
2022,106494,37,37,NA,6
2022,106546,549,549,NA,4
2022,106625,1566,1566,NA,251
2022,106704,9913,7994,1919,1799
2022,106713,564,564,NA,103
2022,106795,1278,1278,NA,181
2022,106810,201,201,NA,54
2022,106883,1179,1179,NA,99
2022,106908,358,358,NA,48
2022,106980,2340,2340,NA,474
2022,106999,1008,1008,NA,186
2022,107044,4805,3523,1282,801
2022,107071,2519,1807,712,404
2022,107080,1144,1132,12,363
2022,107099,90,90,NA,9
2022,107123,69,69,NA,NA
2022,107141,2326,1801,525,304
2022,107220,230,230,NA,173
2022,107293,67,67,NA,21
2022,107318,979,979,NA,56
2022,107327,1502,1502,NA,149
2022,107442,28,28,NA,3
2022,107460,1856,1856,NA,306
2022,107488,201,201,NA,197
2022,107512,1784,1730,54,445
2022,107521,1832,1832,NA,90
2022,107549,983,983,NA,121
2022,107558,784,784,NA,229
2022,107585,1888,1888,NA,410
2022,107600,769,769,NA,217
2022,107619,1234,1234,NA,115
2022,107637,898,898,NA,45
2022,107655,27,27,NA,2
2022,107664,4245,4245,NA,605
2022,107725,1188,1188,NA,114
2022,107743,679,679,NA,135
2022,107789,109,109,NA,29
2022,107831,84,84,NA,5
2022,107840,321,321,NA,112
2022,107877,584,562,22,144
2022,107974,1162,1162,NA,165
2022,107983,5094,3148,1946,703
2022,107992,943,943,NA,195
2022,108065,14,14,NA,4
2022,108092,5379,5335,44,764
2022,108232,6786,4555,2231,197
2022,108269,111,NA,111,NA
2022,108667,5673,5673,NA,159
2022,108807,10329,10329,NA,780
2022,108852,220,220,NA,56
2022,108861,88,19,69,3
2022,108870,423,NA,423,NA
2022,108977,234,234,NA,11
2022,109040,1969,1969,NA,130
2022,109208,27422,27422,NA,1147
2022,109350,11840,11840,NA,1272
2022,109651,2420,2135,285,281
2022,109721,202,202,NA,146
2022,109730,94,94,NA,41
2022,109785,7169,3348,3821,510
2022,109819,26873,26873,NA,1604
2022,109907,2884,2884,NA,260
2022,109934,398,398,NA,78
2022,110060,264,181,83,23
2022,110097,5387,3499,1888,694
2022,110194,264,264,NA,203
2022,110219,1767,1767,NA,373
2022,110246,9362,9362,NA,1093
2022,110316,2141,87,2054,NA
2022,110334,9149,9149,NA,549
2022,110361,11495,8334,3161,1269
2022,110370,1501,1145,356,190
2022,110398,1193,NA,1193,NA
2022,110404,2401,982,1419,224
2022,110413,3615,2513,1102,602
2022,110422,22000,21026,974,5099
2022,110468,3599,274,3325,NA
2022,110486,9613,8188,1425,1080
2022,110495,10154,8926,1228,963
2022,110510,19803,17034,2769,2236
2022,110529,27503,25181,2322,3576
2022,110538,14183,12981,1202,1970
2022,110547,16426,13969,2457,1908
2022,110556,23999,21354,2645,3236
2022,110565,40386,35432,4954,4965
2022,110574,13673,10796,2877,882
2022,110583,38973,32931,6042,5260
2022,110592,26460,22737,3723,3715
2022,110608,37579,32181,5398,4899
2022,110617,31818,28921,2897,3804
2022,110635,45307,32479,12828,6680
2022,110644,39679,31532,8147,6292
2022,110653,35937,28662,7275,5656
2022,110662,46430,32423,14007,6450
2022,110671,26809,22911,3898,5522
2022,110680,42006,33096,8910,6530
2022,110699,3140,NA,3140,NA
2022,110705,26420,23459,2961,4944
2022,110714,19478,17502,1976,3834
2022,110778,948,11,937,NA
2022,110875,55,55,NA,14
2022,110918,13,13,NA,NA
2022,111045,80,39,41,2
2022,111054,144,144,NA,19
2022,111081,1440,940,500,189
2022,111188,849,808,41,145
2022,111391,623,NA,623,NA
2022,111434,5388,5388,NA,268
2022,111461,18075,18075,NA,1354
2022,111513,205,205,NA,29
2022,111638,415,415,NA,12
2022,111708,196,196,NA,24
2022,111717,183,183,NA,40
2022,111726,148,148,NA,22
2022,111744,96,96,NA,26
2022,111762,103,103,NA,18
2022,111799,157,157,NA,24
2022,111887,19469,19469,NA,2282
2022,111896,4919,4919,NA,185
2022,111920,10736,10736,NA,907
2022,111939,19238,19238,NA,1685
2022,111948,10014,7869,2145,2061
2022,111966,777,246,531,14
2022,112075,3744,1699,2045,344
2022,112084,355,328,27,38
2022,112127,64,NA,64,NA
2022,112172,9975,9975,NA,1193
2022,112181,143,143,NA,45
2022,112190,16134,16134,NA,1097
2022,112251,1903,NA,1903,NA
2022,112260,1389,1386,3,322
2022,112288,489,489,NA,450
2022,112367,210,210,NA,24
2022,112385,8077,8077,NA,113
2022,112394,390,379,11,39
2022,112455,111,111,NA,10
2022,112525,3724,NA,3724,NA
2022,112561,2349,2349,NA,212
2022,112570,291,291,NA,22
2022,112686,4082,4082,NA,174
2022,112826,5832,5832,NA,377
2022,113096,13294,13294,NA,1179
2022,113111,5113,5113,NA,476
2022,113193,9908,9908,NA,546
2022,113218,8043,8043,NA,461
2022,113236,13523,13523,NA,1564
2022,113333,16335,16335,NA,2616
2022,113449,186,186,NA,43
2022,113537,8,8,NA,NA
2022,113573,10382,10382,NA,1178
2022,113582,101,90,11,7
2022,113634,16097,16097,NA,1566
2022,113698,1877,1139,738,215
2022,113704,62,NA,62,NA
2022,113856,27855,27855,NA,1601
2022,113980,19944,19944,NA,2268
2022,114114,198,NA,198,NA
2022,114123,78,NA,78,NA
2022,114266,7952,7952,NA,615
2022,114354,914,897,17,139
2022,114433,1383,1383,NA,152
2022,114460,293,293,NA,43
2022,114549,1000,NA,1000,NA
2022,114585,335,NA,335,NA
2022,114637,78,78,NA,2
2022,114716,12844,12844,NA,763
2022,114734,66,NA,66,NA
2022,114761,72,72,NA,17
2022,114789,22609,22609,NA,1741
2022,114813,3032,1744,1288,155
2022,114840,2089,NA,2089,NA
2022,114859,18370,18370,NA,2038
2022,114938,4561,4561,NA,426
2022,114947,154,154,NA,43
2022,115001,10658,10658,NA,1113
2022,115010,661,661,NA,113
2022,115083,2661,601,2060,NA
2022,115126,10053,10053,NA,938
2022,115214,172,NA,172,NA
2022,115296,12862,12862,NA,1361
2022,115357,171,171,NA,16
2022,115393,8892,8892,NA,1075
2022,115409,922,922,NA,237
2022,115658,102,102,NA,2
2022,115728,959,564,395,136
2022,115746,851,NA,851,NA
2022,115755,6025,5461,564,930
2022,115773,393,159,234,3
2022,115861,7747,7747,NA,1048
2022,115931,614,614,NA,136
2022,116226,96,96,NA,NA
2022,116350,116,116,NA,20
2022,116439,10464,10464,NA,1420
2022,116563,187,187,NA,38
2022,116846,108,42,66,NA
2022,117052,7086,7086,NA,574
2022,117104,500,397,103,71
2022,117140,5662,3365,2297,654
2022,117168,760,729,31,115
2022,117195,2519,2519,NA,138
2022,117238,66,66,NA,33
2022,117247,9653,9653,NA,284
2022,117274,1694,1694,NA,112
2022,117283,45,45,NA,5
2022,117520,587,NA,587,NA
2022,117557,377,177,200,87
2022,117575,153,31,122,1
2022,117627,1614,1263,351,328
2022,117636,4280,1015,3265,NA
2022,117645,22402,22402,NA,2877
2022,117672,1636,477,1159,3
2022,117690,7384,7384,NA,564
2022,117706,15372,15372,NA,1524
2022,117715,4913,4913,NA,177
2022,117724,10377,10377,NA,664
2022,117733,15037,15037,NA,928
2022,117751,2606,1765,841,296
2022,117788,13199,13199,NA,719
2022,117803,195,195,NA,NA
2022,117867,9283,9283,NA,505
2022,117894,7791,7791,NA,873
2022,117946,10165,7299,2866,1607
2022,117955,263,263,NA,36
2022,118134,90,90,NA,8
2022,118143,88,88,NA,2
2022,118161,117,117,NA,5
2022,118198,952,952,NA,185
2022,118347,4283,4283,NA,347
2022,118684,3554,3554,NA,122
2022,118693,800,800,NA,202
2022,118718,10214,10214,NA,1229
2022,118772,6514,6514,NA,135
2022,118912,10860,10860,NA,1107
2022,118930,5747,5747,NA,355
2022,118958,63,63,NA,9
2022,118976,16224,16224,NA,1209
2022,118994,398,398,NA,21
2022,119058,657,18,639,NA
2022,119067,6514,6514,NA,507
2022,119137,12484,12484,NA,1531
2022,119164,26256,26256,NA,2579
2022,119173,2435,1795,640,378
2022,119216,15153,15153,NA,1875
2022,119270,851,832,19,127
2022,119331,4134,4134,NA,429
2022,119553,1198,1198,NA,278
2022,119605,18631,8485,10146,13
2022,119678,2670,NA,2670,NA
2022,119775,294,229,65,12
2022,119951,193,193,NA,69
2022,120069,333,333,NA,46
2022,120078,625,625,NA,112
2022,120087,231,231,NA,48
2022,120166,164,24,140,16
2022,120184,201,NA,201,NA
2022,120254,1942,1942,NA,531
2022,120290,8358,8358,NA,756
2022,120342,16615,16615,NA,2574
2022,120403,1312,1268,44,314
2022,120421,6339,6339,NA,584
2022,120537,1116,590,526,88
2022,120661,730,730,NA,150
2022,120698,1149,52,1097,NA
2022,120768,1068,398,670,NA
2022,120795,109,NA,109,NA
2022,120838,17,13,4,3
2022,120865,870,848,22,112
2022,120883,6277,3294,2983,839
2022,120953,4639,4639,NA,81
2022,120971,17655,17655,NA,1795
2022,121044,21923,21923,NA,2732
2022,121150,10030,3662,6368,940
2022,121257,1212,1212,NA,309
2022,121275,69,69,NA,18
2022,121309,4319,3154,1165,689
2022,121345,1716,1716,NA,412
2022,121363,4113,4113,NA,348
2022,121433,119,119,NA,17
2022,121619,23852,23852,NA,1181
2022,121628,126,NA,126,NA
2022,121637,119,119,NA,19
2022,121691,3460,2313,1147,507
2022,121707,4006,4006,NA,305
2022,121859,253,253,NA,34
2022,121868,236,236,NA,35
2022,121886,16139,16139,NA,1335
2022,121901,19147,19147,NA,1892
2022,122117,94,2,92,NA
2022,122180,17719,17719,NA,1110
2022,122205,16660,16660,NA,1301
2022,122296,1911,704,1207,NA
2022,122339,12144,12144,NA,557
2022,122375,18076,18076,NA,1043
2022,122384,13062,13062,NA,642
2022,122409,37402,32194,5208,6529
2022,122436,8815,5669,3146,1234
2022,122506,437,221,216,46
2022,122597,25282,21961,3321,3186
2022,122612,9688,6018,3670,1548
2022,122649,145,NA,145,NA
2022,122658,16168,16168,NA,1791
2022,122685,2265,2265,NA,235
2022,122694,831,831,NA,120
2022,122728,1624,1169,455,154
2022,122746,7561,7561,NA,554
2022,122755,35751,26863,8888,3877
2022,122791,7512,7512,NA,663
2022,122889,12413,12413,NA,1922
2022,122931,9178,6115,3063,1638
2022,122977,22375,22375,NA,3237
2022,123013,15552,15552,NA,754
2022,123095,1013,NA,1013,NA
2022,123165,1100,1081,19,260
2022,123217,13170,13170,NA,1607
2022,123280,33,24,9,1
2022,123299,7363,7363,NA,368
2022,123341,15766,15766,NA,1601
2022,123350,157,157,NA,27
2022,123448,382,NA,382,NA
2022,123457,874,706,168,110
2022,123484,1204,1204,NA,142
2022,123493,98,98,NA,55
2022,123509,8523,8523,NA,489
2022,123527,10767,10767,NA,588
2022,123554,2765,2003,762,444
2022,123563,8426,8426,NA,779
2022,123572,6637,5934,703,940
2022,123633,188,NA,188,NA
2022,123642,237,237,NA,3
2022,123651,2256,2001,255,539
2022,123679,803,803,NA,138
2022,123800,16530,16530,NA,1864
2022,123916,85,NA,85,NA
2022,123943,685,NA,685,NA
2022,123952,507,250,257,28
2022,123961,48945,20699,28246,3418
2022,123970,927,NA,927,NA
2022,124113,4508,4508,NA,236
2022,124283,196,NA,196,NA
2022,124292,516,516,NA,139
2022,124487,114,75,39,NA
2022,124681,1173,1173,NA,266
2022,124706,825,825,NA,209
2022,124937,676,676,NA,118
2022,125028,10559,10559,NA,1214
2022,125037,255,NA,255,NA
2022,125082,86,86,NA,13
2022,125091,12648,12648,NA,1145
2022,125170,6122,6122,NA,264
2022,125231,42312,6298,36014,NA
2022,125310,42,42,NA,8
2022,125462,3061,3061,NA,173
2022,125471,8656,8656,NA,340
2022,125499,6513,6513,NA,700
2022,125532,1837,1837,NA,223
2022,125718,101,NA,101,NA
2022,125727,1284,1284,NA,311
2022,125763,1192,1131,61,246
2022,125897,943,868,75,113
2022,126012,520,NA,520,NA
2022,126049,271,NA,271,NA
2022,126076,142,142,NA,69
2022,126119,5401,5401,NA,358
2022,126182,2854,1588,1266,298
2022,126207,7178,7178,NA,525
2022,126289,12636,12636,NA,473
2022,126359,205,205,NA,38
2022,126562,23744,14055,9689,1512
2022,126580,11431,9540,1891,1551
2022,126605,284,284,NA,50
2022,126614,39585,31034,8551,7027
2022,126669,8964,7602,1362,437
2022,126678,2203,2180,23,534
2022,126687,731,731,NA,94
2022,126711,5184,5184,NA,265
2022,126748,1179,1179,NA,131
2022,126775,7403,5714,1689,1510
2022,126784,130,130,NA,18
2022,126818,33403,25777,7626,5446
2022,126827,24808,22393,2415,617
2022,126863,8343,8343,NA,264
2022,126915,261,261,NA,80
2022,126942,7292,7292,NA,458
2022,126951,1155,1155,NA,338
2022,126979,874,NA,874,NA
2022,127060,13734,6151,7583,1620
2022,127158,5313,5313,NA,74
2022,127185,3400,3308,92,831
2022,127200,19449,19449,NA,792
2022,127273,185,NA,185,NA
2022,127316,313,313,NA,20
2022,127389,668,668,NA,152
2022,127556,8905,8681,224,1632
2022,127565,16995,15848,1147,1561
2022,127617,1462,1462,NA,74
2022,127653,1065,343,722,28
2022,127714,566,566,NA,NA
2022,127732,1446,1446,NA,278
2022,127741,9380,6728,2652,1180
2022,127778,999,999,NA,168
2022,127820,11899,11899,NA,977
2022,127884,6481,6481,NA,178
2022,127909,6470,6375,95,471
2022,127918,4668,2398,2270,428
2022,127945,2050,2050,NA,138
2022,127954,45,11,34,9
2022,128106,6617,4772,1845,583
2022,128151,941,941,NA,375
2022,128179,691,691,NA,92
2022,128188,1105,1105,NA,142
2022,128258,1505,1505,NA,217
2022,128328,4085,4085,NA,1054
2022,128337,81,81,NA,23
2022,128391,3548,3095,453,436
2022,128498,1275,987,288,162
2022,128577,1264,1264,NA,226
2022,128586,60,60,NA,29
2022,128744,3988,1637,2351,280
2022,128771,9468,7665,1803,1234
2022,128780,1602,1501,101,2
2022,128896,202,202,NA,109
2022,128902,1948,1948,NA,630
2022,129002,426,426,NA,93
2022,129020,27003,18983,8020,4061
2022,129154,3158,3031,127,53
2022,129181,973,973,NA,294
2022,129215,4082,3926,156,712
2022,129242,6019,4757,1262,1324
2022,129349,161,161,NA,9
2022,129367,2395,2395,NA,276
2022,129428,115,NA,115,NA
2022,129482,369,369,NA,89
2022,129491,92,NA,92,NA
2022,129525,5732,3969,1763,1137
2022,129534,719,271,448,12
2022,129543,3364,3364,NA,455
2022,129695,4164,4164,NA,527
2022,129729,4554,4554,NA,661
2022,129756,1880,1880,NA,306
2022,129774,539,539,NA,100
2022,129808,2937,2937,NA,510
2022,129923,638,638,NA,137
2022,129932,314,314,NA,249
2022,129941,8819,4817,4002,1224
2022,130004,4069,4069,NA,517
2022,130040,1149,1149,NA,212
2022,130110,221,217,4,33
2022,130174,2146,2146,NA,361
2022,130183,17034,14682,2352,801
2022,130217,1195,1195,NA,215
2022,130226,8788,6073,2715,1604
2022,130253,10721,6782,3939,1774
2022,130314,1992,831,1161,189
2022,130396,5578,5578,NA,598
2022,130493,8889,6920,1969,1091
