"Year","UNITID","Total","Undergraduate","Graduate","First-Time Students"
2014,137962,229,229,NA,31
2014,138132,67,67,NA,25
2014,138187,43217,43217,NA,5436
2014,138275,1161,1035,126,178
2014,138284,210,210,NA,133
2014,138293,732,695,37,149
2014,138309,6318,6318,NA,150
2014,138354,12602,10072,2530,1385
2014,138372,964,964,NA,193
2014,138479,1116,1116,NA,629
2014,138488,219,219,NA,62
2014,138497,267,267,NA,182
2014,138558,3458,3458,NA,966
2014,138600,873,873,NA,225
2014,138655,346,346,NA,102
2014,138664,25,25,NA,8
2014,138682,3640,3640,NA,338
2014,138691,5623,5623,NA,785
2014,138716,3910,3316,594,428
2014,138761,303,303,NA,153
2014,138789,7094,6346,748,795
2014,138813,2623,2623,NA,498
2014,138822,552,552,NA,95
2014,138840,4282,4282,NA,281
2014,138868,1522,1522,NA,280
2014,138901,2977,2977,NA,244
2014,138929,505,NA,505,NA
2014,138938,78,78,NA,37
2014,138947,3485,2567,918,706
2014,138956,4269,4269,NA,321
2014,139010,2470,2470,NA,237
2014,139074,398,398,NA,NA
2014,139092,46,46,NA,13
2014,139144,2177,2085,92,568
2014,139153,673,454,219,24
2014,139199,2789,1596,1193,226
2014,139205,638,638,NA,111
2014,139214,208,208,NA,2
2014,139250,3008,3008,NA,576
2014,139278,6536,6536,NA,552
2014,139287,88,88,NA,34
2014,139311,7022,6632,390,458
2014,139348,213,NA,213,NA
2014,139357,3594,3594,NA,299
2014,139366,8192,6880,1312,905
2014,139384,5816,5816,NA,461
2014,139393,1173,1105,68,265
2014,139463,4854,4854,NA,732
2014,139506,141,141,NA,44
2014,139579,1490,764,726,43
2014,139621,2910,2910,NA,974
2014,139630,816,816,NA,193
2014,139658,14769,7829,6940,1823
2014,139700,5365,5365,NA,930
2014,139719,2594,2231,363,217
2014,139746,60,60,NA,NA
2014,139755,23109,14682,8427,2805
2014,139764,2666,2527,139,386
2014,139861,6772,5927,845,1463
2014,139931,20517,18004,2513,3476
2014,139940,32556,25328,7228,3640
2014,139959,35197,26882,8315,5240
2014,139968,4047,4047,NA,971
2014,139986,4898,4898,NA,406
2014,139995,162,162,NA,82
2014,140003,325,325,NA,50
2014,140012,7234,7234,NA,291
2014,140146,306,NA,306,NA
2014,140164,25714,23592,2122,3652
2014,140234,964,880,84,233
2014,140243,3695,3695,NA,294
2014,140252,2754,774,1980,97
2014,140331,9942,9942,NA,852
2014,140340,403,341,62,28
2014,140447,8552,4570,3982,804
2014,140553,2109,2109,NA,540
2014,140562,398,NA,398,NA
2014,140599,2071,2071,NA,222
2014,140678,2663,2663,NA,360
2014,140696,1094,1094,NA,279
2014,140720,848,848,NA,205
2014,140818,2120,1286,834,269
2014,140827,81,81,NA,1
2014,140872,1422,1334,88,310
2014,140942,4644,4644,NA,279
2014,140951,11347,9092,2255,1728
2014,140960,4915,4769,146,1196
2014,140988,1566,1460,106,291
2014,141006,1658,1658,NA,329
2014,141015,233,233,NA,10
2014,141060,2135,2135,NA,550
2014,141097,6786,5971,815,868
2014,141158,1541,1541,NA,70
2014,141167,1138,870,268,88
2014,141185,920,920,NA,160
2014,141237,1681,1663,18,207
2014,141255,3629,3629,NA,251
2014,141264,11563,9328,2235,1585
2014,141325,711,661,50,106
2014,141334,12206,10249,1957,2167
2014,141361,1218,1218,NA,448
2014,141468,1401,1401,NA,158
2014,141486,2756,2055,701,239
2014,141565,3924,3362,562,427
2014,141574,19507,14126,5381,1808
2014,141608,81,81,NA,7
2014,141644,5827,4835,992,509
2014,141680,4144,4144,NA,416
2014,141796,7994,7994,NA,802
2014,141802,1424,1424,NA,212
2014,141811,7742,7742,NA,946
2014,141839,3809,3809,NA,385
2014,141848,92,92,NA,34
2014,141936,49,NA,49,NA
2014,141945,153,153,NA,40
2014,141981,2661,2661,NA,196
2014,141990,2661,2661,NA,276
2014,142054,494,494,NA,27
2014,142090,175,175,NA,42
2014,142115,22227,19333,2894,2193
2014,142179,686,686,NA,45
2014,142276,13429,11517,1912,1591
2014,142285,11702,9283,2419,1554
2014,142294,1144,1120,24,276
2014,142328,4304,4304,NA,491
2014,142337,274,274,NA,24
2014,142407,67,67,NA,6
2014,142416,16,16,NA,10
2014,142443,5768,5768,NA,655
2014,142461,2249,1524,725,274
2014,142489,34,34,NA,8
2014,142522,36624,36624,NA,1964
2014,142559,8473,8473,NA,672
2014,142832,1004,NA,1004,NA
2014,142869,47,47,NA,19
2014,142878,50,50,NA,47
2014,142887,365,365,NA,69
2014,143048,3599,2861,738,603
2014,143084,2497,2497,NA,726
2014,143118,5084,3204,1880,642
2014,143181,32,32,NA,10
2014,143215,10545,10545,NA,1039
2014,143233,67,NA,67,NA
2014,143279,6307,6307,NA,383
2014,143288,585,585,NA,167
2014,143297,253,234,19,NA
2014,143303,20,20,NA,NA
2014,143358,5300,4588,712,947
2014,143376,338,338,NA,132
2014,143464,109,109,NA,3
2014,143473,74,74,NA,1
2014,143482,95,95,NA,1
2014,143491,129,129,NA,3
2014,143516,48,48,NA,5
2014,143543,76,76,NA,38
2014,143552,92,92,NA,11
2014,143613,2200,2200,NA,239
2014,143659,410,NA,410,NA
2014,143695,17,17,NA,3
2014,143853,2917,NA,2917,NA
2014,143978,1561,NA,1561,NA
2014,144005,5211,3912,1299,253
2014,144014,249,NA,249,NA
2014,144050,15097,5738,9359,1445
2014,144157,5313,5313,NA,416
2014,144166,6245,6245,NA,536
2014,144175,4572,4572,NA,194
2014,144184,10601,10601,NA,438
2014,144193,8914,8914,NA,418
2014,144209,9392,9392,NA,1297
2014,144218,12146,12146,NA,1013
2014,144281,9440,9003,437,1787
2014,144351,5038,1538,3500,300
2014,144467,1086,1086,NA,142
2014,144485,611,611,NA,147
2014,144564,3207,3207,NA,381
2014,144573,42,42,NA,17
2014,144740,23799,16153,7646,2540
2014,144795,177,177,NA,56
2014,144865,29476,29476,NA,2574
2014,144883,555,555,NA,118
2014,144892,8913,7640,1273,1120
2014,144944,10929,10929,NA,885
2014,144962,3257,2853,404,510
2014,144971,664,664,NA,168
2014,145099,286,286,NA,42
2014,145239,360,360,NA,39
2014,145275,365,NA,365,NA
2014,145309,51,51,NA,18
2014,145336,5776,3585,2191,211
2014,145354,82,82,NA,2
2014,145372,1307,1103,204,268
2014,145406,239,239,NA,17
2014,145424,80,80,NA,1
2014,145433,80,80,NA,3
2014,145460,516,298,218,9
2014,145497,468,465,3,277
2014,145521,1730,1730,NA,324
2014,145558,2191,NA,2191,NA
2014,145600,27969,16718,11251,3011
2014,145619,6307,3818,2489,667
2014,145628,638,NA,638,NA
2014,145637,45140,32959,12181,6926
2014,145646,1893,1893,NA,455
2014,145682,10296,10296,NA,1117
2014,145691,965,957,8,253
2014,145707,1398,1398,NA,195
2014,145725,7898,3099,4799,440
2014,145770,858,247,611,12
2014,145813,20615,18155,2460,3581
2014,145831,3525,3525,NA,247
2014,145886,124,NA,124,NA
2014,146010,229,229,NA,14
2014,146205,6718,6718,NA,475
2014,146241,1307,NA,1307,NA
2014,146278,1900,1900,NA,376
2014,146296,15776,15776,NA,967
2014,146339,1288,1154,134,193
2014,146348,3378,3378,NA,260
2014,146366,4906,4906,NA,164
2014,146393,1516,1516,NA,93
2014,146418,4475,4475,NA,425
2014,146427,1399,1399,NA,362
2014,146454,39,39,NA,12
2014,146472,15410,15410,NA,1140
2014,146481,1626,1607,19,410
2014,146490,470,NA,470,NA
2014,146506,5593,5593,NA,771
2014,146533,317,317,NA,NA
2014,146603,7903,7903,NA,558
2014,146612,6689,4752,1937,743
2014,146667,940,573,367,67
2014,146676,1264,1264,NA,369
2014,146685,7006,7006,NA,1020
2014,146700,717,717,NA,157
2014,146719,15902,10322,5580,2288
2014,146728,228,NA,228,NA
2014,146755,246,242,4,3
2014,146791,151,151,NA,59
2014,146807,64,64,NA,4
2014,146816,216,216,NA,24
2014,146825,554,554,NA,113
2014,146977,181,NA,181,NA
2014,147004,6567,6567,NA,702
2014,147013,3131,2521,610,421
2014,147031,85,NA,85,NA
2014,147129,595,595,NA,4
2014,147165,521,521,NA,3
2014,147244,2190,2112,78,476
2014,147341,1300,1300,NA,394
2014,147369,3967,3235,732,430
2014,147378,15286,15286,NA,1681
2014,147396,86,86,NA,41
2014,147411,4653,4653,NA,309
2014,147439,66,66,NA,12
2014,147536,4582,1341,3241,13
2014,147590,705,97,608,NA
2014,147642,53,53,NA,6
2014,147660,3043,2782,261,576
2014,147679,3185,2200,985,403
2014,147697,205,NA,205,NA
2014,147703,20611,15435,5176,2499
2014,147749,338,338,NA,53
2014,147767,21554,9048,12506,2043
2014,147776,10275,8412,1863,726
2014,147800,10589,10589,NA,691
2014,147819,61,61,NA,31
2014,147828,4861,3521,1340,779
2014,147916,8443,8443,NA,857
2014,147970,138,138,NA,64
2014,148007,4574,4574,NA,243
2014,148016,494,494,NA,121
2014,148098,61,61,NA,7
2014,148131,1279,1097,182,214
2014,148140,162,162,NA,31
2014,148177,1807,1807,NA,182
2014,148256,2970,2970,NA,518
2014,148292,3369,3369,NA,299
2014,148335,3205,2779,426,726
2014,148380,7737,7737,NA,651
2014,148399,434,434,NA,34
2014,148405,1277,1025,252,147
2014,148487,6069,3793,2276,600
2014,148496,3498,2180,1318,473
2014,148511,2457,143,2314,NA
2014,148575,682,405,277,NA
2014,148584,3762,1762,2000,216
2014,148593,119,119,NA,NA
2014,148627,4073,2974,1099,563
2014,148654,5431,3038,2393,302
2014,148672,2211,2211,NA,317
2014,148724,45,NA,45,NA
2014,148821,1799,1799,NA,68
2014,148849,74,74,NA,11
2014,148876,1529,1529,NA,237
2014,148885,284,NA,284,NA
2014,148937,1834,1834,NA,142
2014,148955,95,95,NA,16
2014,148982,185,NA,185,NA
2014,148991,1667,1667,NA,293
2014,149028,309,234,75,NA
2014,149204,43,43,NA,11
2014,149222,17989,13461,4528,2756
2014,149231,13972,11421,2551,2093
2014,149310,280,280,NA,49
2014,149329,79,67,12,18
2014,149365,4329,4329,NA,508
2014,149499,19,19,NA,9
2014,149505,1406,1337,69,190
2014,149514,2202,873,1329,164
2014,149532,11577,11577,NA,833
2014,149550,158,158,NA,21
2014,149639,176,148,28,25
2014,149727,10904,10904,NA,1013
2014,149763,508,406,102,NA
2014,149772,11458,9645,1813,1578
2014,149781,2914,2432,482,606
2014,149842,14957,14957,NA,1392
2014,150048,400,400,NA,155
2014,150066,2399,1976,423,432
2014,150075,14,14,NA,NA
2014,150136,20655,16415,4240,3589
2014,150145,1792,1600,192,220
2014,150163,4848,4062,786,969
2014,150172,1072,907,165,117
2014,150215,172,NA,172,NA
2014,150251,218,218,NA,34
2014,150288,322,NA,322,NA
2014,150303,223,223,NA,3
2014,150400,2215,2215,NA,514
2014,150428,42,42,NA,33
2014,150437,61,61,NA,19
2014,150455,1076,993,83,270
2014,150534,2567,2420,147,532
2014,150604,1075,1075,NA,327
2014,150668,843,774,69,159
2014,150677,2185,1857,328,394
2014,150695,76,76,NA,40
2014,150710,92,92,NA,20
2014,150756,1145,1145,NA,293
2014,150765,92,92,NA,8
2014,150774,520,520,NA,160
2014,150853,106,106,NA,10
2014,150941,1209,1074,135,226
2014,150987,91179,91179,NA,7231
2014,151102,13214,12674,540,1471
2014,151111,30690,22525,8165,3772
2014,151166,3570,3570,NA,198
2014,151263,5442,4169,1273,963
2014,151290,7192,6541,651,699
2014,151306,9364,8394,970,1589
2014,151324,13183,10881,2302,2735
2014,151333,4180,4004,176,493
2014,151342,7859,7293,566,866
2014,151351,46416,36419,9997,7697
2014,151360,6052,5661,391,652
2014,151379,6442,5989,453,894
2014,151388,4573,4430,143,392
2014,151458,372,372,NA,165
2014,151467,354,354,NA,106
2014,151494,552,552,NA,73
2014,151500,220,220,NA,29
2014,151519,3486,3407,79,269
2014,151537,40,40,NA,39
2014,151564,40,40,NA,6
2014,151607,88,88,NA,12
2014,151616,512,512,NA,44
2014,151625,112,112,NA,NA
2014,151652,202,202,NA,84
2014,151661,1199,1199,NA,264
2014,151777,1488,1266,222,441
2014,151786,2771,2137,634,330
2014,151801,14943,10392,4551,1457
2014,151810,402,345,57,10
2014,151829,93,93,NA,22
2014,151865,106,NA,106,NA
2014,151874,4,4,NA,1
2014,151944,340,340,NA,54
2014,151962,58,58,NA,13
2014,152044,94,94,NA,10
2014,152080,12179,8448,3731,2012
2014,152099,2086,2011,75,76
2014,152150,63,63,NA,7
2014,152248,9501,8491,1010,906
2014,152266,6177,6142,35,536
2014,152275,157,157,NA,10
2014,152309,75,75,NA,36
2014,152318,2388,2280,108,582
2014,152327,30,30,NA,4
2014,152336,2308,1861,447,344
2014,152363,1166,1142,24,241
2014,152381,931,746,185,86
2014,152390,1573,1573,NA,378
2014,152415,299,299,NA,73
2014,152451,217,NA,217,NA
2014,152497,281,281,NA,21
2014,152530,2146,2103,43,433
2014,152567,2831,2790,41,523
2014,152600,4507,3251,1256,714
2014,152628,75,75,NA,17
2014,152637,19205,19205,NA,2337
2014,152673,926,926,NA,256
2014,152798,575,379,196,NA
2014,152822,1014,1014,NA,140
2014,152992,1135,1041,94,206
2014,153001,2295,2035,260,201
2014,153074,189,189,NA,38
2014,153083,181,181,NA,15
2014,153092,8,8,NA,3
2014,153108,1411,1411,NA,429
2014,153126,1200,949,251,183
2014,153144,1436,1435,1,376
2014,153162,1086,1086,NA,262
2014,153171,25,25,NA,1
2014,153214,23526,23526,NA,2198
2014,153241,96,96,NA,9
2014,153250,1459,1399,60,336
2014,153269,5062,3364,1698,869
2014,153278,2121,1775,346,444
2014,153296,949,949,NA,310
2014,153302,216,216,NA,66
2014,153311,8143,8143,NA,588
2014,153320,292,250,42,87
2014,153339,22,22,NA,11
2014,153366,2406,1594,812,282
2014,153375,2064,2005,59,279
2014,153384,1734,1734,NA,435
2014,153409,276,248,28,12
2014,153418,575,526,49,24
2014,153427,153,153,NA,63
2014,153445,5291,5291,NA,805
2014,153463,27,27,NA,7
2014,153472,4412,4412,NA,766
2014,153524,5686,5686,NA,1239
2014,153533,2340,2340,NA,383
2014,153542,16,16,NA,NA
2014,153588,20,20,NA,6
2014,153597,132,132,NA,12
2014,153603,34435,28893,5542,6016
2014,153621,473,473,NA,75
2014,153630,6547,6547,NA,1121
2014,153658,29970,22354,7616,4347
2014,153737,14190,14190,NA,1883
2014,153746,61,61,NA,14
2014,153764,89,89,NA,30
2014,153773,100,100,NA,67
2014,153782,61,61,NA,11
2014,153825,1569,1490,79,374
2014,153834,2385,2385,NA,559
2014,153861,1454,402,1052,21
2014,153922,2041,2041,NA,327
2014,153977,774,774,NA,40
2014,154004,2823,1321,1502,353
2014,154013,1762,1444,318,134
2014,154022,51237,45348,5889,781
2014,154059,2950,2950,NA,575
2014,154095,11928,10142,1786,1762
2014,154101,1205,1205,NA,315
2014,154110,4934,4934,NA,486
2014,154129,1568,1568,NA,224
2014,154156,1662,NA,1662,NA
2014,154165,46,46,NA,2
2014,154174,2181,34,2147,NA
2014,154208,116,116,NA,25
2014,154235,3508,2714,794,522
2014,154262,254,254,NA,4
2014,154332,43,43,NA,17
2014,154341,54,54,NA,18
2014,154350,1725,1660,65,344
2014,154378,2987,2987,NA,361
2014,154396,1600,1600,NA,289
2014,154448,154,154,NA,12
2014,154457,38,38,NA,7
2014,154466,57,57,NA,17
2014,154493,5162,4439,723,355
2014,154518,1426,1426,NA,145
2014,154527,1661,1661,NA,464
2014,154536,123,NA,123,NA
2014,154545,40,40,NA,10
2014,154572,6399,6399,NA,384
2014,154590,1791,1698,93,337
2014,154642,2628,2628,NA,365
2014,154688,2957,1848,1109,224
2014,154697,5292,5292,NA,527
2014,154712,2138,2100,38,487
2014,154721,717,717,NA,188
2014,154749,483,483,NA,110
2014,154767,458,458,NA,72
2014,154776,452,452,NA,153
2014,154794,63,63,NA,20
2014,154800,9003,9003,NA,1378
2014,154837,391,104,287,38
2014,154855,1165,1165,NA,163
2014,154907,2439,2439,NA,382
2014,154925,1608,1608,NA,386
2014,154934,1508,1508,NA,347
2014,154952,3376,3376,NA,514
2014,154970,120,120,NA,36
2014,154998,1768,1768,NA,387
2014,155007,463,463,NA,147
2014,155025,6114,3924,2190,732
2014,155052,836,836,NA,93
2014,155061,13825,11643,2182,975
2014,155070,251,229,22,41
2014,155089,1882,1344,538,181
2014,155098,1816,1816,NA,325
2014,155104,2072,2072,NA,456
2014,155140,808,808,NA,163
2014,155159,85,85,NA,38
2014,155177,428,428,NA,160
2014,155186,3217,3217,NA,426
2014,155195,5718,5718,NA,866
2014,155201,945,945,NA,220
2014,155210,19429,19429,NA,1521
2014,155283,590,590,NA,99
2014,155292,6198,6198,NA,568
2014,155308,30,30,NA,1
2014,155317,27180,19343,7837,3977
2014,155335,3687,2732,955,174
2014,155353,50,50,NA,34
2014,155399,24766,20327,4439,3691
2014,155414,710,667,43,142
2014,155423,1217,1217,NA,71
2014,155441,44,44,NA,7
2014,155450,1891,1891,NA,186
2014,155487,766,766,NA,85
2014,155496,311,311,NA,70
2014,155511,659,619,40,151
2014,155520,1870,1368,502,202
2014,155566,2212,2212,NA,268
2014,155593,819,819,NA,174
2014,155618,647,647,NA,169
2014,155627,618,592,26,173
2014,155636,346,273,73,NA
2014,155681,7479,6270,1209,1043
2014,155715,1383,1383,NA,302
2014,155812,1436,917,519,107
2014,155830,537,537,NA,102
2014,155858,1852,1852,NA,351
2014,155867,32,32,NA,11
2014,155900,1627,1323,304,123
2014,155937,720,720,NA,188
2014,155973,766,735,31,159
2014,156082,6722,5901,821,753
2014,156107,3373,3373,NA,207
2014,156125,14857,11876,2981,1430
2014,156134,1000,1000,NA,179
2014,156189,657,657,NA,229
2014,156213,1879,1646,233,303
2014,156222,1470,NA,1470,NA
2014,156231,3345,3345,NA,363
2014,156277,70,70,NA,35
2014,156286,3609,2585,1024,665
2014,156295,1621,1621,NA,416
2014,156310,250,250,NA,20
2014,156338,4014,4014,NA,260
2014,156356,1056,1034,22,165
2014,156365,3427,2992,435,511
2014,156392,10952,10952,NA,1415
2014,156408,1387,1387,NA,385
2014,156417,156,156,NA,10
2014,156426,229,229,NA,15
2014,156444,20,20,NA,13
2014,156471,879,879,NA,36
2014,156541,5736,2655,3081,403
2014,156620,16305,13939,2366,2537
2014,156648,7314,7314,NA,796
2014,156727,1478,NA,1478,NA
2014,156745,1262,979,283,271
2014,156754,60,60,NA,6
2014,156790,3462,3462,NA,410
2014,156842,222,222,NA,16
2014,156851,2000,2000,NA,159
2014,156860,3566,3566,NA,358
2014,156903,47,47,NA,NA
2014,156921,13550,13550,NA,1118
2014,156949,24,24,NA,1
2014,156967,142,142,NA,14
2014,157021,979,979,NA,38
2014,157030,84,84,NA,13
2014,157058,1895,1754,141,284
2014,157076,709,709,NA,230
2014,157085,29203,22223,6980,5144
2014,157100,658,623,35,171
2014,157207,87,NA,87,NA
2014,157216,2641,2205,436,523
2014,157270,365,365,NA,50
2014,157289,21561,15961,5600,2832
2014,157298,169,NA,169,NA
2014,157304,4433,4433,NA,251
2014,157331,3478,3478,NA,358
2014,157377,1140,1067,73,74
2014,157386,11052,9951,1101,1520
2014,157401,11207,9444,1763,1490
2014,157438,4594,4594,NA,240
2014,157447,15090,12809,2281,2143
2014,157456,18,18,NA,2
2014,157465,94,94,NA,3
2014,157483,6402,6402,NA,734
2014,157508,88,88,NA,30
2014,157535,2458,1929,529,351
2014,157553,4638,4638,NA,380
2014,157599,1120,1120,NA,202
2014,157614,98,98,NA,19
2014,157632,961,939,22,147
2014,157650,162,162,NA,50
2014,157669,68,68,NA,29
2014,157678,137,137,NA,38
2014,157696,306,306,NA,39
2014,157711,6995,6995,NA,889
2014,157739,3660,3660,NA,267
2014,157748,3416,798,2618,93
2014,157757,2311,1312,999,171
2014,157766,500,500,NA,71
2014,157793,4394,3027,1367,230
2014,157809,1655,1497,158,276
2014,157818,1014,1014,NA,261
2014,157827,88,88,NA,28
2014,157863,1139,869,270,239
2014,157951,20171,17452,2719,3079
2014,158088,2049,2049,NA,384
2014,158158,61,61,NA,34
2014,158246,259,259,NA,97
2014,158325,63,63,NA,NA
2014,158334,19,19,NA,NA
2014,158343,78,78,NA,28
2014,158352,1946,1946,NA,245
2014,158431,8693,8693,NA,1163
2014,158440,20,20,NA,17
2014,158477,619,553,66,140
2014,158538,42,42,NA,22
2014,158617,405,405,NA,173
2014,158644,43,43,NA,11
2014,158662,17152,17152,NA,1826
2014,158723,208,208,NA,132
2014,158778,36,36,NA,19
2014,158787,83,83,NA,45
2014,158802,1200,1200,NA,325
2014,158884,2617,2617,NA,150
2014,159009,4504,3524,980,399
2014,159027,52,52,NA,27
2014,159197,691,691,NA,185
2014,159319,21,21,NA,2
2014,159328,82,82,NA,10
2014,159373,2828,911,1917,NA
2014,159382,2702,2702,NA,426
2014,159391,31044,25572,5472,5652
2014,159407,2738,2738,NA,602
2014,159416,4186,3202,984,333
2014,159513,210,210,NA,82
2014,159522,91,91,NA,51
2014,159531,38,38,NA,11
2014,159568,1256,985,271,234
2014,159601,16,16,NA,5
2014,159647,11225,9532,1693,1815
2014,159656,4330,2796,1534,609
2014,159717,8237,7484,753,1241
2014,159939,9234,7152,2082,846
2014,159948,2806,1227,1579,52
2014,159966,6292,5690,602,1183
2014,159993,8517,7215,1302,1222
2014,160010,3283,3283,NA,315
2014,160029,189,13,176,NA
2014,160038,9002,7898,1104,1137
2014,160065,1095,902,193,60
2014,160074,1722,1551,171,86
2014,160117,16,16,NA,2
2014,160126,41,41,NA,5
2014,160135,35,35,NA,17
2014,160199,75,75,NA,19
2014,160320,1587,1587,NA,687
2014,160409,135,135,NA,17
2014,160445,94,94,NA,17
2014,160472,33,33,NA,21
2014,160481,1777,1777,NA,412
2014,160524,340,340,NA,126
2014,160579,3411,3411,NA,517
2014,160597,99,99,NA,8
2014,160612,14487,13365,1122,2347
2014,160621,6330,5214,1116,905
2014,160630,2103,1658,445,126
2014,160649,2952,2952,NA,304
2014,160658,17195,15574,1621,2906
2014,160667,3752,3752,NA,342
2014,160755,12603,7892,4711,1647
2014,160904,2976,2359,617,579
2014,160913,2039,2039,NA,145
2014,160940,1080,1029,51,21
2014,160959,386,378,8,79
2014,160977,1773,1773,NA,491
2014,160995,429,429,NA,59
2014,161004,1805,1805,NA,501
2014,161022,210,210,NA,7
2014,161077,3162,3162,NA,404
2014,161086,1847,1847,NA,480
2014,161138,2613,2613,NA,366
2014,161165,3415,2706,709,552
2014,161192,2401,2401,NA,160
2014,161208,78,78,NA,14
2014,161217,4664,4664,NA,260
2014,161226,1960,1773,187,410
2014,161235,1327,1327,NA,130
2014,161244,810,810,NA,111
2014,161253,11286,9339,1947,2045
2014,161299,1060,1031,29,233
2014,161341,1138,1138,NA,182
2014,161457,6429,2749,3680,574
2014,161484,1079,1079,NA,117
2014,161493,291,291,NA,94
2014,161509,457,424,33,120
2014,161518,2933,1887,1046,263
2014,161527,240,240,NA,33
2014,161545,6236,6236,NA,903
2014,161554,8428,6628,1800,701
2014,161563,1408,1224,184,216
2014,161572,601,601,NA,182
2014,161581,491,491,NA,96
2014,161615,28,28,NA,22
2014,161651,86,86,NA,8
2014,161688,3227,3227,NA,627
2014,161767,15274,15274,NA,1382
2014,161776,318,318,NA,62
2014,161800,266,266,NA,40
2014,161855,62,62,NA,13
2014,161864,5024,5024,NA,433
2014,161873,6422,3485,2937,226
2014,162007,5695,4456,1239,594
2014,162061,793,417,376,52
2014,162104,2551,2551,NA,306
2014,162122,8411,8411,NA,1165
2014,162168,2426,2426,NA,326
2014,162210,1057,876,181,114
2014,162283,3133,2684,449,267
2014,162335,66,66,NA,9
2014,162371,558,558,NA,203
