"UNITID","YEAR","Total Students"
221847,"2024",11009
221847,"2023",10903
221847,"2022",10804
221892,"2024",4065
221892,"2023",4216
221892,"2022",4338
221908,"2024",7069
221908,"2023",6613
221908,"2022",6661
221953,"2024",1298
221953,"2023",1379
221953,"2022",1589
221971,"2024",3112
221971,"2023",3183
221971,"2022",3357
221999,"2024",14360
221999,"2023",14693
221999,"2022",14770
222053,"2024",8575
222053,"2023",9155
222053,"2022",9540
222062,"2024",7022
222062,"2023",6732
222062,"2022",6736
222105,"2024",681
222105,"2023",564
222105,"2022",681
222178,"2024",5872
222178,"2023",5764
222178,"2022",5760
222567,"2024",7563
222567,"2023",7653
222567,"2022",7327
222576,"2024",11886
222576,"2023",11564
222576,"2022",11788
222628,"2024",1461
222628,"2023",1398
222628,"2022",1518
222822,"2024",5319
222822,"2023",5388
222822,"2022",5797
222831,"2024",12798
222831,"2023",12151
222831,"2022",12438
222877,"2024",301
222877,"2023",239
222877,"2022",239
222886,"2024",639
222886,"2023",541
222886,"2022",554
222938,"2022",610
222983,"2024",1188
222983,"2023",1208
222983,"2022",1242
222992,"2024",58468
222992,"2023",56011
222992,"2022",56531
223001,"2024",172
223001,"2023",177
223001,"2022",188
223056,"2024",74
223056,"2023",81
223056,"2022",50
223083,"2024",841
223083,"2023",772
223083,"2022",853
223117,"2024",122
223117,"2023",143
223117,"2022",139
223223,"2024",1765
223223,"2023",1717
223223,"2022",1661
223232,"2024",23100
223232,"2023",23152
223232,"2022",23218
223320,"2024",5236
223320,"2023",5091
223320,"2022",5233
223427,"2024",25269
223427,"2023",35384
223427,"2022",32764
223463,"2024",372
223463,"2023",446
223463,"2022",683
223472,"2024",347
223472,"2023",360
223472,"2022",389
223506,"2024",5707
223506,"2023",5641
223506,"2022",5599
223816,"2024",13762
223816,"2023",14843
223816,"2022",16868
223852,"2024",103
223852,"2023",103
223852,"2022",34
223898,"2024",3969
223898,"2023",4042
223898,"2022",4101
223922,"2024",2504
223922,"2023",2974
223922,"2022",2750
224004,"2024",1995
224004,"2023",2298
224004,"2022",2657
224013,"2024",71
224013,"2023",41
224013,"2022",82
224110,"2024",11587
224110,"2023",11191
224110,"2022",11333
224147,"2024",13368
224147,"2023",13671
224147,"2022",13368
224156,"2024",475
224156,"2023",438
224156,"2022",546
224226,"2024",4831
224226,"2023",5034
224226,"2022",5044
224244,"2024",308
224244,"2023",268
224244,"2022",342
224271,"2024",761
224271,"2023",959
224271,"2022",827
224305,"2024",3035
224305,"2023",3063
224305,"2022",3015
224323,"2024",2506
224323,"2023",2674
224323,"2022",2836
224350,"2024",13517
224350,"2023",13384
224350,"2022",13899
224527,"2024",1970
224527,"2023",1932
224527,"2022",1811
224545,"2024",2613
224545,"2023",2546
224545,"2022",2598
224554,"2024",14935
224554,"2023",14047
224554,"2022",14124
224615,"2024",104064
224615,"2023",99774
224615,"2022",102680
224642,"2024",43162
224642,"2023",32138
224642,"2022",32410
224660,"2024",834
224660,"2023",829
224660,"2022",819
224679,"2024",2081
224679,"2023",2036
224679,"2022",2082
224712,"2024",116
224712,"2023",115
224712,"2022",142
224758,"2024",42
224758,"2023",45
224758,"2022",55
224776,"2022",567
224828,"2023",127
224828,"2022",139
224891,"2024",2139
224891,"2023",1984
224891,"2022",1826
224961,"2024",2732
224961,"2023",2724
224961,"2022",2712
225043,"2024",21
225043,"2023",24
225043,"2022",4
225070,"2024",6120
225070,"2023",4735
225070,"2022",4541
225201,"2024",1123
225201,"2023",1212
225201,"2022",1203
225247,"2024",1754
225247,"2023",1906
225247,"2022",2067
225308,"2024",7722
225308,"2023",7518
225308,"2022",7732
225371,"2024",5358
225371,"2023",4707
225371,"2022",5321
225399,"2024",5421
225399,"2023",5455
225399,"2022",5261
225414,"2024",9882
225414,"2023",10463
225414,"2022",11375
225423,"2024",71898
225423,"2023",68706
225423,"2022",67107
225432,"2024",17196
225432,"2023",17295
225432,"2022",18523
225502,"2024",4784
225502,"2023",5137
225502,"2022",5609
225511,"2024",51967
225511,"2023",52007
225511,"2022",52516
225520,"2024",4997
225520,"2023",5192
225520,"2022",4897
225548,"2024",961
225548,"2023",942
225548,"2022",971
225575,"2024",1363
225575,"2023",1614
225575,"2022",1172
225627,"2024",8798
225627,"2023",8870
225627,"2022",9124
225876,"2024",1175
225876,"2023",1153
225876,"2022",1081
225885,"2024",924
225885,"2023",892
225885,"2022",874
225991,"2024",108
225991,"2023",148
225991,"2022",135
226019,"2024",7998
226019,"2023",6905
226019,"2022",6799
226091,"2024",24003
226091,"2023",21648
226091,"2022",22229
226107,"2024",3975
226107,"2023",3383
226107,"2022",3301
226116,"2024",4664
226116,"2023",3328
226116,"2022",3112
226125,"2023",191
226125,"2022",207
226134,"2024",13252
226134,"2023",12701
226134,"2022",12965
226152,"2024",10140
226152,"2023",9968
226152,"2022",10080
226204,"2024",10831
226204,"2023",10774
226204,"2022",9144
226231,"2024",4180
226231,"2023",4137
226231,"2022",3996
226277,"2024",2138
226277,"2023",1945
226277,"2022",1801
226383,"2024",1772
226383,"2023",1770
226383,"2022",1829
226408,"2024",6409
226408,"2023",5733
226408,"2022",5576
226471,"2024",3804
226471,"2023",3854
226471,"2022",4774
226578,"2024",11551
226578,"2023",10886
226578,"2022",11299
226587,"2024",3183
226587,"2023",1585
226587,"2022",1333
226675,"2024",492
226675,"2023",449
226675,"2022",459
226806,"2024",7641
226806,"2023",7661
226806,"2022",7741
226833,"2024",6495
226833,"2023",6843
226833,"2022",6707
226860,"2024",86
226860,"2023",73
226860,"2022",79
226879,"2024",272
226879,"2023",248
226879,"2022",240
226903,"2024",1557
226903,"2023",1943
226903,"2022",1811
227058,"2024",164
227058,"2023",197
227058,"2022",186
227146,"2024",8126
227146,"2023",8160
227146,"2022",8319
227182,"2024",107793
227182,"2023",103845
227182,"2022",102966
227216,"2024",52668
227216,"2023",52260
227216,"2022",49386
227225,"2024",5132
227225,"2023",4033
227225,"2022",3467
227289,"2024",221
227289,"2023",212
227289,"2022",216
227298,"2024",329
227298,"2023",334
227298,"2022",319
227304,"2024",12729
227304,"2023",11985
227304,"2022",11358
227313,"2024",607
227313,"2023",589
227313,"2022",585
227322,"2024",817
227322,"2023",769
227322,"2022",661
227331,"2024",2425
227331,"2023",2743
227331,"2022",3030
227368,"2024",40284
227368,"2023",47231
227368,"2022",44498
227377,"2024",11055
227377,"2023",10342
227377,"2022",10171
227386,"2024",3123
227386,"2023",3123
227386,"2022",3634
227401,"2024",6457
227401,"2023",6433
227401,"2022",6246
227429,"2024",776
227429,"2023",1238
227429,"2022",1147
227526,"2024",11004
227526,"2023",10095
227526,"2022",10246
227687,"2024",3063
227687,"2023",2893
227687,"2022",2930
227748,"2024",478
227748,"2023",398
227748,"2022",403
227757,"2024",9166
227757,"2023",9185
227757,"2022",8782
227845,"2024",3571
227845,"2023",3757
227845,"2022",3908
227854,"2024",23516
227854,"2023",20966
227854,"2022",20491
227863,"2024",4469
227863,"2023",4228
227863,"2022",4329
227881,"2024",23694
227881,"2023",23907
227881,"2022",24043
227924,"2024",29125
227924,"2023",28151
227924,"2022",27554
227979,"2024",43405
227979,"2023",41309
227979,"2022",41689
228042,"2024",1441
228042,"2023",1386
228042,"2022",1251
228088,"2024",50
228088,"2023",71
228088,"2022",43
228149,"2024",3740
228149,"2023",3804
228149,"2022",3646
228158,"2024",12861
228158,"2023",11925
228158,"2022",12020
228185,"2024",29
228185,"2023",28
228185,"2022",34
228194,"2024",1093
228194,"2023",1072
228194,"2022",1049
228200,"2024",759
228200,"2023",668
228200,"2022",559
228219,"2024",874
228219,"2023",781
228219,"2022",780
228246,"2024",12900
228246,"2023",13332
228246,"2022",13610
228282,"2024",88
228282,"2023",86
228282,"2022",134
228316,"2024",7652
228316,"2023",8243
228316,"2022",7511
228325,"2024",2122
228325,"2023",2108
228325,"2022",2218
228343,"2024",1492
228343,"2023",1524
228343,"2022",1543
228431,"2024",12240
228431,"2023",12740
228431,"2022",13470
228459,"2024",42138
228459,"2023",41676
228459,"2022",41900
228468,"2024",918
228468,"2023",912
228468,"2022",1082
228486,"2024",145
228486,"2023",134
228486,"2022",112
228501,"2024",2746
228501,"2023",2441
228501,"2022",2560
228529,"2024",17719
228529,"2023",17448
228529,"2022",16049
228547,"2024",64887
228547,"2023",63140
228547,"2022",65546
228608,"2024",6398
228608,"2023",6209
228608,"2022",5911
228635,"2024",2798
228635,"2023",2671
228635,"2022",2588
228644,"2024",4344
228644,"2023",4225
228644,"2022",4127
228653,"2024",4030
228653,"2023",4169
228653,"2022",4917
228699,"2024",4731
228699,"2023",4737
228699,"2022",4518
228705,"2024",7468
228705,"2023",7003
228705,"2022",7299
228723,"2024",81239
228723,"2023",78501
228723,"2022",77096
228769,"2024",53946
228769,"2023",54487
228769,"2022",56971
228778,"2024",56150
228778,"2023",55710
228778,"2022",55143
228787,"2024",33405
228787,"2023",34317
228787,"2022",32827
228796,"2024",28591
228796,"2023",28323
228796,"2022",28582
228802,"2024",11795
228802,"2023",11335
228802,"2022",11703
228866,"2024",288
228866,"2023",283
228866,"2022",323
228875,"2024",13345
228875,"2023",12870
228875,"2022",12513
228884,"2024",846
228884,"2023",872
228884,"2022",866
228909,"2024",2611
228909,"2023",2648
228909,"2022",2657
228981,"2024",1522
228981,"2023",1574
228981,"2022",1568
229018,"2024",7372
229018,"2023",7456
229018,"2022",6932
229027,"2024",39266
229027,"2023",38728
229027,"2022",38907
229063,"2024",9393
229063,"2023",9571
229063,"2022",8481
229115,"2024",43738
229115,"2023",43357
229115,"2022",43709
229160,"2024",2936
229160,"2023",2979
229160,"2022",3030
229179,"2024",19542
229179,"2023",19829
229179,"2022",20212
229267,"2024",2754
229267,"2023",2762
229267,"2022",2782
229300,"2024",5855
229300,"2023",6182
229300,"2022",6793
229337,"2024",6999
229337,"2023",7336
229337,"2022",7624
229355,"2024",16068
229355,"2023",15756
229355,"2022",15974
229416,"2024",2694
229416,"2023",2592
229416,"2022",2649
229425,"2024",226
229425,"2023",228
229425,"2022",270
229504,"2024",2823
229504,"2023",2991
229504,"2022",3072
229522,"2024",102
229522,"2023",148
229522,"2022",144
229540,"2024",4106
229540,"2023",3943
229540,"2022",4133
229656,"2024",603
229656,"2023",535
229656,"2022",449
229780,"2024",3712
229780,"2023",3823
229780,"2022",4410
229799,"2024",7218
229799,"2023",7094
229799,"2022",7324
229814,"2024",10529
229814,"2023",10667
229814,"2022",10993
229832,"2024",3155
229832,"2023",3276
229832,"2022",3074
229841,"2024",7352
229841,"2023",7344
229841,"2022",7474
229887,"2024",747
229887,"2023",798
229887,"2022",820
230010,"2024",2768
230010,"2023",2401
230010,"2022",2381
230038,"2024",39598
230038,"2023",41238
230038,"2022",39321
230047,"2024",3410
230047,"2023",3338
230047,"2022",3647
230056,"2022",344
230065,"2024",516
230065,"2023",505
230065,"2022",498
230144,"2024",128
230144,"2023",136
230144,"2022",124
230162,"2024",5937
230162,"2023",5480
230162,"2022",5279
230171,"2024",15410
230171,"2023",14658
230171,"2022",14408
230199,"2024",97
230199,"2023",90
230199,"2022",87
230205,"2024",81
230205,"2023",87
230205,"2022",113
230214,"2024",391
230214,"2023",441
230214,"2022",433
230366,"2024",490
230366,"2023",425
230366,"2022",473
230418,"2024",11286
230418,"2023",7916
230418,"2022",5164
230490,"2024",5014
230490,"2023",4719
230490,"2022",4386
230597,"2024",6433
230597,"2023",7259
230597,"2022",7452
230603,"2024",22495
230603,"2023",21159
230603,"2022",19907
230676,"2024",1761
230676,"2023",2084
230676,"2022",1928
230728,"2024",33665
230728,"2023",33389
230728,"2022",32943
230737,"2024",55735
230737,"2023",54501
230737,"2022",53853
230746,"2024",36898
230746,"2023",36778
230746,"2022",38140
230764,"2024",41068
230764,"2023",40455
230764,"2022",40039
230782,"2024",38054
230782,"2023",37309
230782,"2022",37155
230807,"2024",1432
230807,"2023",1499
230807,"2022",1737
230816,"2024",943
230816,"2023",948
230816,"2022",956
230834,"2022",3086
230852,"2024",4558
230852,"2023",4781
230852,"2022",5384
230861,"2024",9462
230861,"2023",9353
230861,"2022",9421
230889,"2023",409
230889,"2022",478
230913,"2022",2286
230959,"2024",4726
230959,"2023",4813
230959,"2022",4832
230995,"2024",5186
230995,"2023",4800
230995,"2022",4901
231004,"2024",180
231004,"2023",140
231004,"2022",107
231059,"2024",2121
231059,"2023",1945
231059,"2022",2218
231068,"2024",1642
231068,"2023",1414
231068,"2022",1313
231095,"2024",103
231095,"2023",115
231095,"2022",159
231147,"2024",824
231147,"2023",813
231147,"2022",797
231165,"2024",7131
231165,"2023",7540
231165,"2022",2018
231174,"2024",16086
231174,"2023",16101
231174,"2022",15878
231280,"2024",199
231280,"2023",163
231280,"2022",149
231411,"2024",657
231411,"2023",637
231411,"2022",677
231420,"2024",1762
231420,"2023",1656
231420,"2022",1536
231536,"2024",5072
231536,"2023",4944
231536,"2022",4761
231554,"2024",1210
231554,"2023",1171
231554,"2022",1215
231581,"2024",1501
231581,"2023",1461
231581,"2022",1509
231624,"2024",10868
231624,"2023",10856
231624,"2022",10550
231651,"2024",13591
231651,"2023",13625
231651,"2022",13640
231688,"2024",40
231688,"2023",37
231688,"2022",32
231697,"2024",4570
231697,"2023",4434
231697,"2022",4707
231712,"2024",4642
231712,"2023",4703
231712,"2022",4771
231785,"2024",2239
231785,"2023",2001
231785,"2022",1923
231873,"2024",1292
231873,"2023",1274
231873,"2022",1398
231882,"2024",3307
231882,"2023",3141
231882,"2022",3134
231970,"2024",1430
231970,"2023",1474
231970,"2022",1445
232016,"2024",28
232016,"2023",164
232016,"2022",292
232025,"2024",1490
232025,"2023",1459
232025,"2022",1534
232043,"2024",1580
232043,"2023",1619
232043,"2022",1675
232052,"2024",979
232052,"2023",901
232052,"2022",849
232089,"2024",979
232089,"2023",989
232089,"2022",1016
232186,"2024",48495
232186,"2023",47916
232186,"2022",46892
232195,"2024",10987
232195,"2023",10655
232195,"2022",10177
232256,"2024",899
232256,"2023",878
232256,"2022",874
232265,"2024",4278
232265,"2023",3842
232265,"2022",4853
232308,"2024",956
232308,"2023",992
232308,"2022",953
232414,"2024",11082
232414,"2023",10717
232414,"2022",10597
232423,"2024",24589
232423,"2023",24300
232423,"2022",24028
232450,"2024",12096
232450,"2023",11787
232450,"2022",11491
232557,"2024",143337
232557,"2023",138745
232557,"2022",130594
232566,"2024",6157
232566,"2023",5948
232566,"2022",5793
232575,"2024",7789
232575,"2023",7549
232575,"2022",7611
232609,"2024",3208
232609,"2023",3393
232609,"2022",3087
232618,"2024",290
232618,"2023",292
232618,"2022",381
232672,"2024",2145
232672,"2023",2200
232672,"2022",2389
232681,"2024",4307
232681,"2023",4112
232681,"2022",4385
232706,"2024",4459
232706,"2023",4430
232706,"2022",4257
232724,"2024",48
232724,"2023",59
232724,"2022",47
232788,"2024",2654
232788,"2023",2631
232788,"2022",2888
232797,"2024",1291
232797,"2023",1350
232797,"2022",1278
232867,"2024",5907
232867,"2023",5699
232867,"2022",5409
232885,"2024",425
232885,"2023",515
232885,"2022",459
232919,"2024",1434
232919,"2023",1258
232919,"2022",1249
232937,"2024",6560
232937,"2023",6370
232937,"2022",6011
232946,"2024",73320
232946,"2023",71176
232946,"2022",69149
232982,"2024",26280
232982,"2023",26975
232982,"2022",27417
233019,"2024",2425
233019,"2023",2348
233019,"2022",2400
233037,"2024",1650
233037,"2023",1645
233037,"2022",1702
233082,"2024",172
233082,"2023",130
233082,"2022",165
233116,"2024",6578
233116,"2023",6488
233116,"2022",6691
233277,"2024",8695
233277,"2023",8921
233277,"2022",9982
233286,"2024",276
233286,"2023",217
233286,"2022",228
233295,"2024",1582
233295,"2023",1536
233295,"2022",1525
233301,"2024",913
233301,"2023",790
233301,"2022",695
233310,"2024",3519
233310,"2023",3394
233310,"2022",3259
233329,"2024",643
233329,"2023",597
233329,"2022",626
233338,"2024",2955
233338,"2023",2499
233338,"2022",2910
233356,"2024",637
233356,"2023",594
233356,"2022",532
233374,"2024",4451
233374,"2023",4492
233374,"2022",4412
233408,"2024",467
233408,"2023",410
233408,"2022",423
233426,"2024",1985
233426,"2023",1874
233426,"2022",1944
233480,"2024",31
233480,"2023",27
233480,"2022",33
233541,"2024",5036
233541,"2023",5698
233541,"2022",5028
233602,"2024",78
233602,"2023",78
233602,"2022",68
233611,"2024",1055
233611,"2023",1127
233611,"2022",1261
233639,"2024",4301
233639,"2023",4112
233639,"2022",3892
233648,"2024",3200
233648,"2023",2945
233648,"2022",2854
233666,"2024",32
233666,"2023",32
233666,"2022",51
233684,"2024",3563
233684,"2023",3858
233684,"2022",4741
233718,"2024",469
233718,"2023",474
233718,"2022",466
233754,"2024",9012
233754,"2023",8676
233754,"2022",8987
233772,"2024",23141
233772,"2023",23433
233772,"2022",24193
233842,"2024",194
233842,"2023",195
233842,"2022",193
233897,"2024",3050
233897,"2023",2807
233897,"2022",3001
233903,"2024",2656
233903,"2023",2669
233903,"2022",3071
233921,"2024",40548
233921,"2023",40514
233921,"2022",39462
233949,"2024",8439
233949,"2023",8097
233949,"2022",7578
234030,"2024",30974
234030,"2023",30796
234030,"2022",31390
234076,"2024",29758
234076,"2023",30044
234076,"2022",28973
234085,"2024",1589
234085,"2023",1521
234085,"2022",1710
234119,"2024",232
234119,"2023",231
234119,"2022",157
234137,"2024",1063
234137,"2023",1167
234137,"2022",910
234155,"2024",6003
234155,"2023",5347
234155,"2022",8936
234164,"2024",1863
234164,"2023",2201
234164,"2022",1863
234173,"2024",1881
234173,"2023",1793
234173,"2022",1577
234207,"2024",2282
234207,"2023",2255
234207,"2022",2249
234377,"2024",2726
234377,"2023",2833
234377,"2022",2820
234669,"2024",18469
234669,"2023",16959
234669,"2022",16891
234696,"2024",2758
234696,"2023",2568
234696,"2022",2571
234711,"2024",2421
234711,"2023",2584
234711,"2022",2359
234827,"2024",20461
234827,"2023",19286
234827,"2022",12178
234845,"2024",3293
234845,"2023",3324
234845,"2022",3302
234915,"2024",3107
234915,"2023",3093
234915,"2022",2862
234924,"2024",457
234924,"2023",488
234924,"2022",429
234933,"2024",9732
234933,"2023",9068
234933,"2022",9629
234951,"2024",4898
234951,"2023",4286
234951,"2022",4588
234979,"2024",8985
234979,"2023",8250
234979,"2022",8480
235024,"2024",519
235024,"2023",458
235024,"2022",471
235088,"2024",464
235088,"2023",453
