"UNITID","YEAR","Total Students"
475060,"2024",337
475060,"2023",347
475060,"2022",379
475121,"2024",15044
475121,"2023",14116
475121,"2022",11571
475176,"2024",1050
475176,"2023",1061
475176,"2022",1034
475200,"2024",213
475200,"2023",246
475200,"2022",264
475228,"2024",86
475228,"2023",87
475228,"2022",83
475273,"2024",490
475273,"2023",681
475273,"2022",762
475282,"2024",122
475282,"2023",115
475282,"2022",131
475325,"2024",415
475325,"2023",293
475325,"2022",327
475398,"2024",286
475398,"2023",270
475398,"2022",251
475404,"2024",252
475404,"2023",209
475404,"2022",248
475413,"2022",86
475422,"2024",84
475422,"2023",117
475422,"2022",141
475431,"2024",167
475431,"2023",152
475431,"2022",171
475468,"2024",434
475468,"2023",478
475468,"2022",511
475477,"2022",238
475486,"2024",415
475486,"2023",396
475486,"2022",488
475495,"2024",2154
475495,"2023",2117
475495,"2022",1872
475547,"2024",152
475547,"2023",176
475547,"2022",188
475556,"2024",200
475556,"2023",209
475556,"2022",217
475565,"2024",1310
475565,"2023",1029
475565,"2022",996
475574,"2024",57
475574,"2023",60
475574,"2022",55
475608,"2024",183
475608,"2023",185
475608,"2022",206
475635,"2023",26
475635,"2022",32
475653,"2024",216
475653,"2023",47
475653,"2022",45
475662,"2024",83
475662,"2023",111
475662,"2022",83
475705,"2024",25
475705,"2023",22
475705,"2022",47
475714,"2024",553
475714,"2023",584
475714,"2022",810
475723,"2024",1042
475723,"2023",1045
475723,"2022",981
475732,"2024",2465
475732,"2023",2095
475732,"2022",1951
475741,"2024",250
475741,"2023",292
475741,"2022",331
475839,"2024",279
475839,"2023",442
475839,"2022",455
476063,"2024",798
476063,"2023",621
476063,"2022",466
476179,"2024",274
476179,"2023",291
476179,"2022",284
476230,"2024",37
476230,"2023",46
476230,"2022",59
476294,"2022",207
476355,"2024",57
476355,"2023",38
476355,"2022",59
476489,"2024",88
476489,"2023",124
476489,"2022",140
476498,"2024",746
476498,"2023",513
476498,"2022",254
476513,"2023",91
476513,"2022",85
476540,"2024",200
476540,"2023",170
476540,"2022",223
476559,"2024",189
476559,"2023",189
476559,"2022",223
476568,"2024",24
476568,"2023",27
476568,"2022",28
476595,"2024",93
476595,"2023",111
476595,"2022",126
476601,"2024",91
476601,"2023",91
476601,"2022",85
476610,"2024",39
476610,"2023",68
476610,"2022",71
476629,"2024",208
476629,"2023",184
476629,"2022",207
476683,"2024",594
476683,"2023",435
476683,"2022",464
476692,"2024",53
476692,"2023",47
476692,"2022",41
476708,"2024",218
476708,"2023",183
476708,"2022",210
476717,"2024",718
476717,"2023",681
476717,"2022",618
476726,"2024",1430
476726,"2023",1323
476726,"2022",1142
476735,"2024",53
476735,"2023",43
476735,"2022",77
476753,"2024",407
476753,"2023",389
476753,"2022",384
476780,"2024",136
476780,"2023",147
476780,"2022",154
476799,"2024",387
476799,"2023",464
476799,"2022",553
476805,"2024",58
476805,"2023",72
476805,"2022",80
476814,"2024",938
476814,"2023",955
476814,"2022",571
476841,"2024",295
476841,"2023",328
476841,"2022",371
476850,"2024",137
476850,"2023",140
476850,"2022",108
476869,"2024",148
476869,"2023",95
476869,"2022",150
476878,"2024",315
476878,"2023",237
476878,"2022",232
476887,"2024",1200
476887,"2023",1030
476887,"2022",976
476896,"2024",208
476896,"2023",242
476896,"2022",270
476902,"2024",168
476902,"2023",138
476902,"2022",151
476939,"2024",1985
476939,"2023",1546
476939,"2022",987
476957,"2022",19
476975,"2024",15502
476975,"2023",14535
476975,"2022",16053
476984,"2024",304
476984,"2023",344
476984,"2022",307
476993,"2024",399
476993,"2023",397
476993,"2022",373
477002,"2024",81
477002,"2023",61
477002,"2022",99
477039,"2024",2649
477039,"2023",2247
477039,"2022",2115
477233,"2024",101
477233,"2023",102
477233,"2022",94
478582,"2024",247
478582,"2023",283
478582,"2022",288
478591,"2024",354
478591,"2023",295
478591,"2022",266
478616,"2024",214
478616,"2023",188
478616,"2022",196
478917,"2024",87
478917,"2023",80
478917,"2022",76
478953,"2024",335
478953,"2023",315
478953,"2022",305
479062,"2024",233
479062,"2023",204
479062,"2022",139
479424,"2024",524
479424,"2023",466
479424,"2022",511
479956,"2024",18290
479956,"2023",18596
479956,"2022",20260
479965,"2024",241
479965,"2023",236
479965,"2022",220
479974,"2024",154
479974,"2023",167
479974,"2022",180
479983,"2023",197
479983,"2022",174
479992,"2024",27
479992,"2023",32
479992,"2022",32
480000,"2024",89
480000,"2023",62
480000,"2022",99
480019,"2024",1718
480019,"2023",1993
480019,"2022",2246
480028,"2023",244
480028,"2022",282
480037,"2024",2804
480037,"2023",2693
480037,"2022",3118
480073,"2024",481
480073,"2023",511
480073,"2022",541
480091,"2024",16061
480091,"2023",15738
480091,"2022",15026
480125,"2024",764
480125,"2023",748
480125,"2022",701
480161,"2024",17
480161,"2023",31
480161,"2022",31
480198,"2024",316
480198,"2023",314
480198,"2022",387
480204,"2024",599
480204,"2023",618
480204,"2022",648
480310,"2024",130
480310,"2023",145
480310,"2022",143
480347,"2022",51
480471,"2024",1411
480471,"2023",1391
480471,"2022",1226
480523,"2024",174
480523,"2023",162
480523,"2022",182
480532,"2024",86
480532,"2023",61
480532,"2022",57
480550,"2024",106
480550,"2023",85
480550,"2022",77
480569,"2024",1835
480569,"2023",2158
480569,"2022",2667
480657,"2024",602
480657,"2023",865
480657,"2022",1172
480727,"2024",69
480727,"2023",68
480727,"2022",61
480781,"2024",402
480781,"2023",283
480781,"2022",256
480790,"2024",1657
480790,"2023",1537
480790,"2022",1457
480824,"2024",1042
480824,"2023",926
480824,"2022",815
480833,"2024",1552
480833,"2023",1391
480833,"2022",1195
480842,"2024",40
480842,"2023",49
480842,"2022",54
480851,"2024",107
480851,"2023",194
480851,"2022",153
480879,"2024",91
480879,"2023",93
480879,"2022",78
480888,"2024",504
480888,"2023",534
480888,"2022",430
480903,"2024",1083
480903,"2023",1191
480903,"2022",1199
480912,"2022",9
480921,"2024",147
480921,"2023",142
480921,"2022",135
480930,"2023",44
480930,"2022",135
480967,"2024",341
480967,"2023",380
480967,"2022",354
480976,"2024",80
480976,"2023",77
480976,"2022",95
480985,"2024",362
480985,"2023",385
480985,"2022",409
480994,"2024",212
480994,"2023",169
480994,"2022",245
481003,"2024",569
481003,"2023",496
481003,"2022",422
481021,"2024",57
481021,"2023",50
481021,"2022",64
481030,"2024",61
481030,"2023",55
481030,"2022",33
481049,"2024",34
481049,"2023",35
481049,"2022",29
481058,"2024",361
481058,"2023",382
481058,"2022",405
481067,"2024",60
481067,"2023",14
481085,"2024",385
481085,"2023",385
481085,"2022",345
481094,"2024",202
481094,"2023",222
481094,"2022",221
481100,"2024",229
481100,"2023",207
481100,"2022",237
481128,"2024",181
481128,"2023",131
481128,"2022",180
481137,"2023",86
481137,"2022",89
481146,"2024",127
481146,"2023",169
481146,"2022",303
481155,"2024",244
481155,"2023",294
481155,"2022",336
481182,"2024",34
481182,"2023",32
481182,"2022",36
481191,"2024",189
481191,"2023",233
481191,"2022",220
481207,"2024",176
481207,"2023",277
481207,"2022",136
481225,"2024",40
481225,"2023",21
481225,"2022",18
481243,"2024",376
481243,"2023",389
481243,"2022",433
481252,"2024",184
481252,"2023",176
481252,"2022",84
481289,"2024",158
481289,"2023",152
481289,"2022",127
481298,"2024",60
481298,"2023",96
481298,"2022",89
481313,"2024",194
481313,"2023",111
481313,"2022",193
481322,"2023",93
481322,"2022",58
481331,"2024",125
481331,"2023",187
481331,"2022",163
481340,"2024",35
481340,"2023",51
481340,"2022",52
481368,"2024",110
481368,"2023",123
481368,"2022",92
481386,"2024",745
481386,"2023",603
481386,"2022",431
481401,"2024",831
481401,"2023",839
481401,"2022",908
481410,"2024",101
481410,"2023",89
481410,"2022",90
481429,"2024",213
481429,"2023",170
481429,"2022",194
481438,"2024",86
481438,"2023",85
481438,"2022",78
481447,"2024",62
481447,"2023",55
481447,"2022",49
481456,"2024",37
481456,"2023",27
481456,"2022",35
481465,"2024",166
481465,"2023",98
481465,"2022",155
481474,"2024",171
481474,"2023",209
481474,"2022",291
481483,"2024",362
481483,"2023",299
481483,"2022",381
481517,"2024",160
481517,"2023",149
481517,"2022",137
481526,"2024",423
481526,"2023",382
481526,"2022",266
481535,"2024",49
481535,"2023",46
481535,"2022",33
481571,"2024",14
481571,"2023",24
481571,"2022",6
481678,"2024",138
481678,"2023",128
481678,"2022",123
481720,"2024",124
481720,"2023",96
481720,"2022",70
481739,"2024",88
481739,"2023",85
481739,"2022",103
481748,"2024",203
481748,"2023",197
481748,"2022",207
481775,"2024",410
481775,"2023",395
481775,"2022",391
481845,"2024",142
481845,"2023",132
481845,"2022",138
481863,"2024",106
481863,"2023",105
481863,"2022",120
481890,"2024",108
481890,"2023",96
481890,"2022",151
481906,"2024",70
481906,"2023",77
481906,"2022",115
481960,"2024",253
481960,"2023",277
481960,"2022",358
482015,"2024",1636
482015,"2023",1396
482015,"2022",1507
482060,"2024",562
482060,"2023",420
482060,"2022",413
482097,"2024",638
482097,"2023",570
482097,"2022",708
482149,"2024",11147
482149,"2023",10199
482149,"2022",10103
482158,"2024",10139
482158,"2023",9626
482158,"2022",9816
482167,"2024",191
482167,"2023",252
482167,"2022",383
482176,"2024",359
482176,"2023",352
482176,"2022",416
482185,"2024",82
482185,"2023",110
482185,"2022",167
482194,"2024",202
482194,"2023",224
482194,"2022",144
482200,"2024",82
482200,"2023",106
482200,"2022",147
482228,"2024",317
482228,"2023",276
482228,"2022",277
482246,"2024",148
482246,"2023",98
482246,"2022",84
482255,"2024",582
482255,"2023",514
482255,"2022",493
482291,"2024",2432
482291,"2023",2447
482291,"2022",2236
482413,"2024",348
482413,"2023",780
482413,"2022",1486
482422,"2024",35
482422,"2023",90
482422,"2022",175
482431,"2024",3391
482431,"2023",2805
482431,"2022",2522
482440,"2022",71
482459,"2024",275
482459,"2023",402
482459,"2022",699
482468,"2024",800
482468,"2023",826
482468,"2022",1411
482477,"2024",45987
482477,"2023",42124
482477,"2022",37213
482538,"2022",35
482547,"2024",6
482547,"2023",17
482547,"2022",38
482556,"2024",106
482556,"2023",121
482556,"2022",189
482565,"2023",15
482565,"2022",34
482574,"2024",316
482574,"2023",314
482574,"2022",566
482608,"2022",199
482617,"2022",25
482635,"2024",63
482635,"2023",158
482635,"2022",317
482653,"2024",43
482653,"2023",98
482653,"2022",211
482680,"2024",21448
482680,"2023",21038
482680,"2022",22132
482699,"2024",2360
482699,"2023",2286
482699,"2022",2308
482705,"2024",11336
482705,"2023",11539
482705,"2022",13295
482936,"2024",1751
482936,"2023",1661
482936,"2022",1644
482963,"2024",679
482963,"2023",620
482963,"2022",513
482981,"2024",257
482981,"2023",265
482981,"2022",263
482990,"2024",445
482990,"2023",481
482990,"2022",579
483009,"2024",244
483009,"2023",309
483009,"2022",417
483018,"2024",157
483018,"2023",146
483018,"2022",154
483036,"2024",3165
483036,"2023",3014
483036,"2022",2941
483045,"2024",14868
483045,"2023",13237
483045,"2022",12890
483054,"2024",112
483054,"2023",145
483054,"2022",156
483106,"2024",428
483106,"2023",373
483106,"2022",324
483124,"2024",98316
483124,"2023",91028
483124,"2022",85285
483212,"2024",5337
483212,"2023",5730
483212,"2022",5421
483221,"2023",162
483221,"2022",95
483230,"2024",290
483230,"2023",267
483230,"2022",299
483258,"2024",77
483258,"2023",89
483258,"2022",70
483276,"2024",85
483276,"2023",143
483276,"2022",118
483328,"2024",103
483328,"2023",133
483328,"2022",171
483337,"2024",281
483337,"2023",234
483337,"2022",288
483346,"2024",137
483346,"2023",135
483346,"2022",146
483355,"2024",259
483355,"2023",270
483355,"2022",299
483364,"2024",218
483364,"2023",201
483364,"2022",195
483373,"2024",263
483373,"2023",225
483373,"2022",176
483382,"2024",480
483382,"2023",477
483382,"2022",433
483425,"2024",72
483425,"2023",67
483425,"2022",65
483470,"2024",147
483470,"2023",248
483470,"2022",96
483504,"2024",947
483504,"2023",965
483504,"2022",930
483513,"2024",60
483513,"2023",53
483513,"2022",56
483559,"2024",120
483559,"2023",111
483559,"2022",73
483577,"2024",113
483577,"2023",60
483577,"2022",64
483595,"2024",11028
483595,"2023",11403
483595,"2022",8302
483647,"2024",146
483647,"2023",70
483647,"2022",160
483708,"2024",877
483708,"2023",905
483708,"2022",847
483726,"2024",29
483726,"2023",33
483726,"2022",49
483735,"2024",160
483735,"2023",129
483735,"2022",79
483744,"2024",83
483744,"2023",93
483744,"2022",67
483753,"2024",81
483753,"2023",85
483753,"2022",65
483780,"2024",1652
483780,"2023",1099
483799,"2024",78
483799,"2023",72
483799,"2022",62
483814,"2024",1075
483814,"2023",948
483814,"2022",812
483823,"2024",1229
483823,"2023",1305
483823,"2022",1241
483841,"2024",108
483841,"2023",123
483841,"2022",117
483850,"2024",11
483850,"2023",8
483850,"2022",10
483869,"2024",658
483869,"2023",468
483869,"2022",183
483878,"2024",309
483878,"2023",317
483878,"2022",361
483887,"2024",79
483887,"2023",64
483887,"2022",66
483896,"2024",383
483896,"2023",418
483896,"2022",457
483911,"2024",26
483911,"2023",29
483911,"2022",28
483920,"2024",335
483920,"2023",359
483920,"2022",337
483948,"2024",68
483948,"2023",51
483948,"2022",77
483957,"2024",55
483957,"2023",67
483957,"2022",90
483975,"2024",800
483975,"2023",774
483975,"2022",736
484002,"2024",3094
484002,"2023",2497
484002,"2022",2375
484011,"2024",190
484011,"2023",179
484011,"2022",205
484020,"2024",35
484020,"2023",71
484020,"2022",71
484039,"2022",213
484048,"2023",109
484048,"2022",28
484057,"2024",458
484057,"2023",522
484057,"2022",527
484066,"2024",592
484066,"2023",968
484066,"2022",1048
484075,"2024",68
484075,"2023",85
484075,"2022",77
484084,"2024",99
484084,"2023",88
484084,"2022",102
484093,"2024",140
484093,"2023",186
484093,"2022",215
484109,"2024",152
484109,"2023",128
484109,"2022",165
484127,"2024",132
484127,"2023",151
484127,"2022",151
484136,"2024",60
484136,"2023",63
484136,"2022",46
484163,"2024",254
484163,"2023",282
484163,"2022",265
484172,"2024",159
484172,"2023",87
484172,"2022",87
484190,"2024",42
484190,"2023",31
484190,"2022",45
484206,"2024",346
484206,"2023",369
484206,"2022",387
484233,"2024",480
484233,"2023",476
484233,"2022",381
484330,"2024",60
484330,"2023",44
484330,"2022",75
484349,"2024",123
484349,"2023",92
484349,"2022",128
484358,"2024",129
484358,"2023",122
484358,"2022",105
484367,"2024",754
484367,"2023",606
484367,"2022",544
484376,"2024",921
484376,"2023",891
484376,"2022",824
484394,"2024",192
484394,"2023",197
484394,"2022",259
484473,"2024",6778
484473,"2023",6653
484473,"2022",6317
484604,"2024",949
484604,"2023",824
484604,"2022",843
484613,"2024",156956
484613,"2023",144109
484613,"2022",134853
484631,"2024",412
484631,"2023",721
484631,"2022",1796
484710,"2023",38
484710,"2022",90
484756,"2024",39
484756,"2023",66
484756,"2022",156
484844,"2024",752
484844,"2023",686
484844,"2022",636
484862,"2024",359
484862,"2023",303
484862,"2022",352
484871,"2024",117
484871,"2023",116
484871,"2022",115
484899,"2024",380
484899,"2023",364
484899,"2022",393
484905,"2024",4449
484905,"2023",4595
484905,"2022",4771
484923,"2024",70
484923,"2023",95
484923,"2022",97
484932,"2024",2226
484932,"2023",1990
484932,"2022",1995
484950,"2024",176
484950,"2023",102
484950,"2022",185
484996,"2024",215
484996,"2023",197
484996,"2022",182
485014,"2024",158
485014,"2023",188
485014,"2022",144
485032,"2024",237
485032,"2023",242
485032,"2022",300
485111,"2024",11497
485111,"2023",11936
485111,"2022",11895
485166,"2024",180
485166,"2023",142
485166,"2022",155
485236,"2024",117
485236,"2023",118
485236,"2022",169
485272,"2024",1285
485272,"2023",1243
485272,"2022",1411
485342,"2024",514
485342,"2023",676
485342,"2022",568
485360,"2024",20
485360,"2023",20
485360,"2022",35
485379,"2024",508
485379,"2023",511
485379,"2022",524
485388,"2024",570
485388,"2023",590
485388,"2022",627
485397,"2024",258
485397,"2023",242
485397,"2022",234
485403,"2024",105
485403,"2023",113
485403,"2022",104
485412,"2024",188
485412,"2023",217
485412,"2022",186
485458,"2024",5868
485458,"2023",5433
485458,"2022",5635
485476,"2024",193
485476,"2023",164
485476,"2022",145
485485,"2024",441
485485,"2023",352
485485,"2022",235
485494,"2024",172
485494,"2023",157
485494,"2022",167
485500,"2024",179
485500,"2023",253
485500,"2022",386
485519,"2024",654
485519,"2023",578
485519,"2022",1028
485546,"2024",883
485546,"2023",895
485546,"2022",569
485564,"2024",425
485564,"2023",349
485564,"2022",332
485573,"2024",471
485573,"2023",423
485573,"2022",335
485591,"2024",48
485591,"2023",44
485591,"2022",47
485607,"2024",66
485607,"2023",96
485607,"2022",47
485698,"2024",134
485698,"2023",141
485698,"2022",121
485704,"2023",12
485704,"2022",21
485768,"2024",990
485768,"2023",1068
485768,"2022",1127
485801,"2024",119
485801,"2023",117
485801,"2022",140
485856,"2024",43
485856,"2023",43
485856,"2022",44
485874,"2024",322
485874,"2023",294
485874,"2022",298
485926,"2024",304
485926,"2023",361
485926,"2022",360
485953,"2024",103
485953,"2023",93
485953,"2022",65
485962,"2024",34
485962,"2023",57
485962,"2022",53
485999,"2024",150
485999,"2023",139
485999,"2022",235
486017,"2024",17
486017,"2023",23
486017,"2022",33
486026,"2024",137
486026,"2023",141
486026,"2022",111
486053,"2024",227
486053,"2023",250
486053,"2022",246
486080,"2023",11
486080,"2022",14
486105,"2022",16
486123,"2024",43
486123,"2023",69
486123,"2022",50
486141,"2023",11
486141,"2022",16
486150,"2024",174
486150,"2023",171
486150,"2022",157
486169,"2024",119
486169,"2023",109
486169,"2022",121
486196,"2024",269
486196,"2023",246
486196,"2022",216
486202,"2024",13
486202,"2023",23
486202,"2022",31
486239,"2024",480
486239,"2023",363
486239,"2022",342
486248,"2024",376
486248,"2023",354
486248,"2022",355
486257,"2024",478
486257,"2023",366
486257,"2022",359
486284,"2024",241
486284,"2023",310
486284,"2022",380
486309,"2022",8
486345,"2024",405
486345,"2023",377
486345,"2022",301
486354,"2024",241
486354,"2023",108
486354,"2022",70
486372,"2024",266
486372,"2023",279
486372,"2022",182
486381,"2024",287
486381,"2023",272
486381,"2022",239
486390,"2023",72
486390,"2022",134
486406,"2024",28
486406,"2023",21
486406,"2022",32
486415,"2024",589
486415,"2023",486
486415,"2022",419
486424,"2024",230
486424,"2023",159
486424,"2022",162
486433,"2024",118
486433,"2023",173
486433,"2022",198
486442,"2024",83
486442,"2023",83
486442,"2022",100
486460,"2022",49
486488,"2024",24
486488,"2023",25
486488,"2022",29
486497,"2024",100
486497,"2023",95
486497,"2022",73
486503,"2024",113
486503,"2023",93
486503,"2022",88
486512,"2024",862
486512,"2023",756
486512,"2022",471
486530,"2024",278
486530,"2023",279
486530,"2022",291
486558,"2024",499
486558,"2023",441
486558,"2022",467
486567,"2024",382
486567,"2023",365
486567,"2022",341
486576,"2024",379
486576,"2023",474
486576,"2022",429
486619,"2024",201
486619,"2023",160
486619,"2022",160
486691,"2024",194
486691,"2023",178
486691,"2022",184
486707,"2024",196
486707,"2023",173
486707,"2022",148
486716,"2024",125
486716,"2023",129
486716,"2022",154
486752,"2024",92
486752,"2023",90
486752,"2022",144
486770,"2024",220
486770,"2023",193
486770,"2022",222
486798,"2024",3194
486798,"2023",2784
486798,"2022",2240
486813,"2024",1158
486813,"2023",1083
486813,"2022",964
486822,"2024",1485
486822,"2023",1385
486822,"2022",1405
486840,"2024",52521
486840,"2023",49914
486840,"2022",49988
486859,"2024",102
486859,"2023",45
486859,"2022",52
486877,"2024",13
486877,"2023",15
486877,"2022",14
486886,"2024",34
486886,"2023",38
486886,"2022",37
486901,"2024",1299
486901,"2023",1244
486901,"2022",1285
486938,"2024",849
486938,"2023",792
486938,"2022",772
486947,"2024",890
486947,"2023",840
486947,"2022",753
486956,"2024",1882
486956,"2023",1825
486956,"2022",1712
486965,"2022",270
486983,"2024",91
486983,"2023",67
486983,"2022",79
487010,"2024",3309
487010,"2023",3320
487010,"2022",3392
487047,"2024",256
487047,"2023",356
487047,"2022",380
487065,"2024",146
487065,"2023",132
487065,"2022",115
487083,"2024",56
487083,"2023",48
487083,"2022",42
487092,"2024",1048
487092,"2023",1126
487092,"2022",1137
487153,"2024",22
487153,"2023",42
487153,"2022",45
487162,"2024",7011
487162,"2023",6435
487162,"2022",5923
487232,"2024",173
487232,"2023",189
487232,"2022",165
487302,"2024",795
487302,"2023",718
487302,"2022",813
487311,"2024",1036
487311,"2023",1040
487311,"2022",624
487320,"2024",14179
487320,"2023",13181
487320,"2022",13539
487348,"2024",208
487348,"2023",206
487348,"2022",183
487375,"2024",1499
487375,"2023",1414
487375,"2022",1279
487384,"2023",678
487384,"2022",970
487393,"2023",895
487393,"2022",1188
487409,"2023",894
487409,"2022",1128
487418,"2023",951
487418,"2022",1311
487427,"2023",901
487427,"2022",1119
487436,"2023",989
487436,"2022",1128
487445,"2023",616
487445,"2022",882
487454,"2023",585
487454,"2022",949
487472,"2023",1084
487472,"2022",1303
487481,"2024",2049
487481,"2023",2304
487481,"2022",2448
487490,"2023",1484
487490,"2022",1895
487506,"2024",147
487506,"2023",146
487506,"2022",145
487524,"2024",3963
487524,"2023",3526
487524,"2022",3735
487533,"2024",251
487533,"2023",227
487533,"2022",206
487588,"2024",370
487588,"2023",609
487588,"2022",682
487597,"2024",2158
487597,"2023",2108
487597,"2022",2090
487603,"2024",1578
487603,"2023",1543
487603,"2022",1518
487621,"2024",24
487621,"2023",33
487621,"2022",24
487649,"2024",278
487649,"2023",222
487649,"2022",284
487658,"2024",92
487658,"2023",122
487658,"2022",106
487676,"2024",314
487676,"2023",277
487676,"2022",304
487746,"2024",41
487746,"2023",44
487746,"2022",43
487773,"2024",68
487773,"2023",59
487773,"2022",73
487791,"2024",1307
487791,"2023",974
487791,"2022",932
487807,"2024",88
487807,"2023",69
487807,"2022",76
487816,"2024",16
487816,"2023",16
487816,"2022",24
487852,"2024",56
487852,"2023",46
487852,"2022",46
487861,"2024",323
487861,"2023",354
487861,"2022",402
487889,"2024",267
487889,"2023",250
487889,"2022",221
487898,"2022",29
487904,"2024",51
487904,"2023",48
487904,"2022",38
487922,"2024",90
487922,"2023",89
487922,"2022",88
487959,"2024",126
487959,"2023",126
487959,"2022",95
487968,"2024",141
487968,"2023",116
487968,"2022",100
487977,"2024",4870
487977,"2023",4261
487977,"2022",3340
487995,"2024",184
487995,"2023",203
487995,"2022",183
488004,"2024",41
488004,"2023",49
488004,"2022",55
488013,"2024",1044
488013,"2023",491
488013,"2022",233
488022,"2024",93
488022,"2023",92
488022,"2022",102
488031,"2024",208
488031,"2023",254
488031,"2022",262
488059,"2024",463
488059,"2023",353
488059,"2022",236
488068,"2022",186
488077,"2024",8434
488077,"2023",6958
488077,"2022",5728
488101,"2022",114
488110,"2024",110
488110,"2023",107
488110,"2022",74
488129,"2024",32
488129,"2023",31
488129,"2022",30
488138,"2024",154
488138,"2023",101
488138,"2022",304
488147,"2023",143
488147,"2022",186
488174,"2024",41
488174,"2023",48
488174,"2022",66
488183,"2024",25
488183,"2023",24
488183,"2022",26
488192,"2024",152
488192,"2023",122
488192,"2022",136
488217,"2024",314
488217,"2023",243
488217,"2022",243
488226,"2024",28
488226,"2023",23
488226,"2022",31
488253,"2024",140
488253,"2023",114
488253,"2022",139
488262,"2024",47
488262,"2023",32
488262,"2022",32
488271,"2023",151
488271,"2022",155
488280,"2024",86
488280,"2023",84
488280,"2022",83
488299,"2024",58
488299,"2023",61
488299,"2022",81
488305,"2024",110
488305,"2023",122
488305,"2022",129
488314,"2024",130
488314,"2023",132
488314,"2022",85
488332,"2024",142
488332,"2023",271
488332,"2022",244
488350,"2024",163
488350,"2023",150
488350,"2022",109
488369,"2024",119
488369,"2023",107
488369,"2022",92
488378,"2024",219
488378,"2023",190
488378,"2022",164
488387,"2024",339
488387,"2023",401
488387,"2022",484
488396,"2024",69
488396,"2023",69
488396,"2022",51
488411,"2024",211
488411,"2023",207
488411,"2022",183
488420,"2024",291
488420,"2023",282
488420,"2022",261
488439,"2024",251
488439,"2023",228
488439,"2022",195
488448,"2024",111
488448,"2023",151
488448,"2022",144
488527,"2024",895
488527,"2023",817
488527,"2022",781
488554,"2024",687
488554,"2023",662
488554,"2022",636
488563,"2024",13
488563,"2023",24
488563,"2022",21
488572,"2024",529
488572,"2023",392
488572,"2022",283
488590,"2024",21
488590,"2023",16
488590,"2022",13
488651,"2024",272
488651,"2023",189
488651,"2022",315
488679,"2024",18713
488679,"2023",15037
488679,"2022",14386
488721,"2024",1351
488721,"2023",1431
488721,"2022",1575
488730,"2024",12123
488730,"2023",10971
488730,"2022",10272
488749,"2024",194
488749,"2023",176
488749,"2022",155
488776,"2024",759
488776,"2023",466
488776,"2022",292
488785,"2023",273
488785,"2022",308
488800,"2024",939
488800,"2023",1144
488800,"2022",986
488837,"2024",790
488837,"2023",212
488837,"2022",408
488846,"2024",62952
488846,"2023",47205
488846,"2022",58471
488891,"2024",611
488891,"2023",550
488891,"2022",347
488907,"2024",36
488907,"2023",38
488907,"2022",45
488916,"2024",169
488916,"2023",121
488916,"2022",59
488934,"2024",4350
488934,"2023",4175
488934,"2022",4317
488952,"2024",101
488952,"2023",88
488952,"2022",99
488961,"2024",159
488961,"2023",118
488961,"2022",108
488970,"2024",95
488970,"2023",89
488970,"2022",128
488989,"2024",196
488989,"2023",205
488989,"2022",264
488998,"2024",163
488998,"2023",176
488998,"2022",192
489122,"2024",100
489122,"2023",111
489122,"2022",83
489131,"2024",113
489131,"2023",123
489131,"2022",129
489140,"2024",145
489140,"2023",158
489140,"2022",161
489159,"2024",270
489159,"2023",260
489159,"2022",317
489201,"2024",15474
489201,"2023",13104
489201,"2022",12895
489238,"2024",243
489238,"2023",268
489238,"2022",280
489247,"2024",83
489247,"2023",77
489247,"2022",92
489256,"2024",217
489256,"2023",217
489256,"2022",444
489283,"2024",1176
489283,"2023",1069
489283,"2022",979
489335,"2024",64
489335,"2023",57
489335,"2022",50
489344,"2024",339
489344,"2023",367
489344,"2022",375
489353,"2024",1037
489353,"2023",857
489353,"2022",683
489371,"2024",355
489371,"2023",345
489371,"2022",279
489779,"2024",66383
489779,"2023",68297
489779,"2022",65677
489812,"2024",22
489812,"2023",77
489812,"2022",81
489830,"2024",104
489830,"2023",108
489830,"2022",105
489858,"2024",694
489858,"2023",734
489858,"2022",753
489937,"2024",1144
489937,"2023",1095
489937,"2022",1116
490018,"2024",36
490018,"2023",50
490018,"2022",48
490045,"2024",275
490045,"2023",264
490045,"2022",275
490054,"2024",588
490054,"2023",1446
490054,"2022",1258
490063,"2022",434
490081,"2024",329
490081,"2023",249
490081,"2022",224
490090,"2024",123
490090,"2023",70
490090,"2022",51
490106,"2024",544
490106,"2023",558
490106,"2022",531
490115,"2024",56
490115,"2023",86
490115,"2022",72
490124,"2024",4
490124,"2023",6
490124,"2022",13
490133,"2024",7415
490133,"2023",7229
490133,"2022",5939
490142,"2024",42
490142,"2023",53
490142,"2022",47
490151,"2024",51
490151,"2023",114
490151,"2022",126
490160,"2024",154
490160,"2023",161
490160,"2022",130
490197,"2024",79
490197,"2023",59
490197,"2022",75
490203,"2024",220
490203,"2023",210
490203,"2022",198
490221,"2024",64
490221,"2023",59
490221,"2022",43
490230,"2023",306
490230,"2022",350
490249,"2024",84
490249,"2023",71
490249,"2022",51
490258,"2024",219
490258,"2023",235
490258,"2022",212
490267,"2024",34
490267,"2023",35
490267,"2022",23
490276,"2024",139
490276,"2023",135
490276,"2022",120
490285,"2024",3181
490285,"2023",1040
490285,"2022",949
490294,"2024",92
490294,"2023",153
490294,"2022",202
490300,"2024",165
490300,"2023",147
490300,"2022",123
490319,"2024",32
490319,"2023",16
490319,"2022",22
490328,"2024",156
490328,"2023",149
490328,"2022",108
490337,"2022",123
490346,"2024",40
490346,"2023",73
